	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
73	0		Began Service: 1981 : .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Attorney, Le Vander, Gillen, Miller & Magnuson	Current Memberships: American Association of Justice; American Bar Association, American Judicature Society; Dakota County Bar Association; Federa! Bar Association; Federal Circuit Bar Association; Federal Fudges Association; Committee on District Judges Education, Federal Judicial Center; International Judicial Academy; Minnesota State Bar Association; Tenth Judicial District Bar Association; Washington County Bar Association Staff eo Law Clerk Benjamin Eastburn,...... beeen eee wee (651) 848-1150 Began Service: August 2010 . Term Expires: August 2011 Education; Naval Acad 2003 BS; Regent U 2010 JD Career Law Clerk Anita Terry .....-.....-..0.04.005. eh) 848-1150 Began Service: 2007° 5 E-mail: anita_terry@imnd.uscourts.gov Education: Duke 1995 JD; Colby 1989 BA : Calendar Clerk Suzanne Ruiz ...........2..22...-45, . (651) 848-1156
321	1	 (Recalled) Leslie G.	Began Service: 1981 : .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Attorney, Le Vander, Gillen, Miller & Magnuson	Current Memberships: American Association of Justice; American Bar Association, American Judicature Society; Dakota County Bar Association; Federa! Bar Association; Federal Circuit Bar Association; Federal Fudges Association; Committee on District Judges Education, Federal Judicial Center; International Judicial Academy; Minnesota State Bar Association; Tenth Judicial District Bar Association; Washington County Bar Association Staff eo Law Clerk Benjamin Eastburn,...... beeen eee wee (651) 848-1150 Began Service: August 2010 . Term Expires: August 2011 Education; Naval Acad 2003 BS; Regent U 2010 JD Career Law Clerk Anita Terry .....-.....-..0.04.005. eh) 848-1150 Began Service: 2007° 5 E-mail: anita_terry@imnd.uscourts.gov Education: Duke 1995 JD; Colby 1989 BA : Calendar Clerk Suzanne Ruiz ...........2..22...-45, . (651) 848-1156
359	2	 (part-time) Alice R.	Began Service: 1981 : .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Attorney, Le Vander, Gillen, Miller & Magnuson	Current Memberships: American Association of Justice; American Bar Association, American Judicature Society; Dakota County Bar Association; Federa! Bar Association; Federal Circuit Bar Association; Federal Fudges Association; Committee on District Judges Education, Federal Judicial Center; International Judicial Academy; Minnesota State Bar Association; Tenth Judicial District Bar Association; Washington County Bar Association Staff eo Law Clerk Benjamin Eastburn,...... beeen eee wee (651) 848-1150 Began Service: August 2010 . Term Expires: August 2011 Education; Naval Acad 2003 BS; Regent U 2010 JD Career Law Clerk Anita Terry .....-.....-..0.04.005. eh) 848-1150 Began Service: 2007° 5 E-mail: anita_terry@imnd.uscourts.gov Education: Duke 1995 JD; Colby 1989 BA : Calendar Clerk Suzanne Ruiz ...........2..22...-45, . (651) 848-1156
158	3	 (part-time) Anthony R.	Began Service: 1981 : .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Attorney, Le Vander, Gillen, Miller & Magnuson	Current Memberships: American Association of Justice; American Bar Association, American Judicature Society; Dakota County Bar Association; Federa! Bar Association; Federal Circuit Bar Association; Federal Fudges Association; Committee on District Judges Education, Federal Judicial Center; International Judicial Academy; Minnesota State Bar Association; Tenth Judicial District Bar Association; Washington County Bar Association Staff eo Law Clerk Benjamin Eastburn,...... beeen eee wee (651) 848-1150 Began Service: August 2010 . Term Expires: August 2011 Education; Naval Acad 2003 BS; Regent U 2010 JD Career Law Clerk Anita Terry .....-.....-..0.04.005. eh) 848-1150 Began Service: 2007° 5 E-mail: anita_terry@imnd.uscourts.gov Education: Duke 1995 JD; Colby 1989 BA : Calendar Clerk Suzanne Ruiz ...........2..22...-45, . (651) 848-1156
187	4	 (part-time) Kea Riggs	Began Service: 1981 : .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Attorney, Le Vander, Gillen, Miller & Magnuson	Current Memberships: American Association of Justice; American Bar Association, American Judicature Society; Dakota County Bar Association; Federa! Bar Association; Federal Circuit Bar Association; Federal Fudges Association; Committee on District Judges Education, Federal Judicial Center; International Judicial Academy; Minnesota State Bar Association; Tenth Judicial District Bar Association; Washington County Bar Association Staff eo Law Clerk Benjamin Eastburn,...... beeen eee wee (651) 848-1150 Began Service: August 2010 . Term Expires: August 2011 Education; Naval Acad 2003 BS; Regent U 2010 JD Career Law Clerk Anita Terry .....-.....-..0.04.005. eh) 848-1150 Began Service: 2007° 5 E-mail: anita_terry@imnd.uscourts.gov Education: Duke 1995 JD; Colby 1989 BA : Calendar Clerk Suzanne Ruiz ...........2..22...-45, . (651) 848-1156
246	5	 (part-time) Larry A.	Began Service: 1981 : .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Attorney, Le Vander, Gillen, Miller & Magnuson	Current Memberships: American Association of Justice; American Bar Association, American Judicature Society; Dakota County Bar Association; Federa! Bar Association; Federal Circuit Bar Association; Federal Fudges Association; Committee on District Judges Education, Federal Judicial Center; International Judicial Academy; Minnesota State Bar Association; Tenth Judicial District Bar Association; Washington County Bar Association Staff eo Law Clerk Benjamin Eastburn,...... beeen eee wee (651) 848-1150 Began Service: August 2010 . Term Expires: August 2011 Education; Naval Acad 2003 BS; Regent U 2010 JD Career Law Clerk Anita Terry .....-.....-..0.04.005. eh) 848-1150 Began Service: 2007° 5 E-mail: anita_terry@imnd.uscourts.gov Education: Duke 1995 JD; Colby 1989 BA : Calendar Clerk Suzanne Ruiz ...........2..22...-45, . (651) 848-1156
297	6	 (part-time) Martin R..	Began Service: 1981 : .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Attorney, Le Vander, Gillen, Miller & Magnuson	Current Memberships: American Association of Justice; American Bar Association, American Judicature Society; Dakota County Bar Association; Federa! Bar Association; Federal Circuit Bar Association; Federal Fudges Association; Committee on District Judges Education, Federal Judicial Center; International Judicial Academy; Minnesota State Bar Association; Tenth Judicial District Bar Association; Washington County Bar Association Staff eo Law Clerk Benjamin Eastburn,...... beeen eee wee (651) 848-1150 Began Service: August 2010 . Term Expires: August 2011 Education; Naval Acad 2003 BS; Regent U 2010 JD Career Law Clerk Anita Terry .....-.....-..0.04.005. eh) 848-1150 Began Service: 2007° 5 E-mail: anita_terry@imnd.uscourts.gov Education: Duke 1995 JD; Colby 1989 BA : Calendar Clerk Suzanne Ruiz ...........2..22...-45, . (651) 848-1156
9	7	 (part-time) Mary Kay	Began Service: 1981 : .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Attorney, Le Vander, Gillen, Miller & Magnuson	Current Memberships: American Association of Justice; American Bar Association, American Judicature Society; Dakota County Bar Association; Federa! Bar Association; Federal Circuit Bar Association; Federal Fudges Association; Committee on District Judges Education, Federal Judicial Center; International Judicial Academy; Minnesota State Bar Association; Tenth Judicial District Bar Association; Washington County Bar Association Staff eo Law Clerk Benjamin Eastburn,...... beeen eee wee (651) 848-1150 Began Service: August 2010 . Term Expires: August 2011 Education; Naval Acad 2003 BS; Regent U 2010 JD Career Law Clerk Anita Terry .....-.....-..0.04.005. eh) 848-1150 Began Service: 2007° 5 E-mail: anita_terry@imnd.uscourts.gov Education: Duke 1995 JD; Colby 1989 BA : Calendar Clerk Suzanne Ruiz ...........2..22...-45, . (651) 848-1156
186	8	 (part-time) Robert Wie	Began Service: 1981 : .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Attorney, Le Vander, Gillen, Miller & Magnuson	Current Memberships: American Association of Justice; American Bar Association, American Judicature Society; Dakota County Bar Association; Federa! Bar Association; Federal Circuit Bar Association; Federal Fudges Association; Committee on District Judges Education, Federal Judicial Center; International Judicial Academy; Minnesota State Bar Association; Tenth Judicial District Bar Association; Washington County Bar Association Staff eo Law Clerk Benjamin Eastburn,...... beeen eee wee (651) 848-1150 Began Service: August 2010 . Term Expires: August 2011 Education; Naval Acad 2003 BS; Regent U 2010 JD Career Law Clerk Anita Terry .....-.....-..0.04.005. eh) 848-1150 Began Service: 2007° 5 E-mail: anita_terry@imnd.uscourts.gov Education: Duke 1995 JD; Colby 1989 BA : Calendar Clerk Suzanne Ruiz ...........2..22...-45, . (651) 848-1156
188	9	 (recalled) Don J. Svet	Began Service: 1981 : .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Attorney, Le Vander, Gillen, Miller & Magnuson	Current Memberships: American Association of Justice; American Bar Association, American Judicature Society; Dakota County Bar Association; Federa! Bar Association; Federal Circuit Bar Association; Federal Fudges Association; Committee on District Judges Education, Federal Judicial Center; International Judicial Academy; Minnesota State Bar Association; Tenth Judicial District Bar Association; Washington County Bar Association Staff eo Law Clerk Benjamin Eastburn,...... beeen eee wee (651) 848-1150 Began Service: August 2010 . Term Expires: August 2011 Education; Naval Acad 2003 BS; Regent U 2010 JD Career Law Clerk Anita Terry .....-.....-..0.04.005. eh) 848-1150 Began Service: 2007° 5 E-mail: anita_terry@imnd.uscourts.gov Education: Duke 1995 JD; Colby 1989 BA : Calendar Clerk Suzanne Ruiz ...........2..22...-45, . (651) 848-1156
