	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
85	0		 December 2000	 President William J. Clinton	N / A	 Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
322	1	 (half-time) Larry f A.”	 1985	N / A	N / A	N / A	N / A	N / A	N / A
99	2	 (part-time) Rita C.	 December 27, 2004	N / A	N / A	N / A	N / A	N / A	N / A
227	3	 (part-time} Gudrun J.	 February 7, 2001	N / A	N / A	N / A	N / A	N / A	 Colorado Bar Association; Federal Magistrate Judges Association; Mesa County Bar Association 
310	4	 (recalled) Alexander	 1963	N / A	N / A	N / A	N / A	N / A	 American Bankruptcy Institute; American Bar Association; American College of Bankruptcy; American Judicature Society; Federal Bar Association; The Florida Bar; Hillsborough County Bar Association 
146	5	 (recalled) David E.	 November 3, 1986	N / A	N / A	N / A	N / A	N / A	N / A
360	6	 (recalled) Peter R.	 January i, 1971	N / A	N / A	N / A	N / A	N / A	 Peter T. Fay American Inn of Court, The American Inns of Court; American Judicature Society; Dade County Bar Association; Fleventh Circuit Historical Society; Federai Bar Association; Federal - Magistrate Judges Association; Florida Association for Women Lawyers, ’ Fhe Florida Bar; Florida Historical Society; The Justinian Society; League of Municipal Judges
361	7	 (recalled) Robert L.	 1996	N / A	N / A	N / A	N / A	N / A	N / A
36	8	 (recalled} James G.	 December 1, 2006	N / A	N / A	 Assistant United States Attorney, Eastern District of Arkansas, United States Department of Justice (1969-1973); City Attorney, State of Arkansas (1975-1977); Member, Office of the City Council, City of Bentonville, Arkansas (1978-1982)	 Chief Bankruptcy Judge, United States Bankruptcy Court for the Eastern District of Arkansas; Bankruptcy Judge, United States Bankruptcy Court for the Western District of Arkansas (1984-2006); Bankruptcy Judge, United States Bankruptcy Court for the Eastern District of Arkansas (1984-2006)	 Private Practice (1969-1973); Partner, Little, McCollum & Mixon (1973-1984) Military Service: United States Navy (1963-1965) -	 Arkansas Bar Association; Debtor-Creditor Bar Association of Central Arkansas; National Conference of Bankruptcy Judges; Pulaski County Bar Association
43	9	 (recalled} James a:	 December 1, 2006	N / A	N / A	 Assistant United States Attorney, Eastern District of © Arkansas, United States Department of Justice (1969-1973); City Attorney, State of Arkansas (1975-1977); Member, Office of the City Council, City of Bentonville, Arkansas (1978-1982)	 Chief Bankruptcy Judge, United: States Bankruptcy Court for the - Eastern District of Arkansas; Bankruptcy Judge, United States Bankruptcy Court for the Western District of Arkansas (1984-2006); Bankruptcy Judge, United States Bankruptcy Court for the Eastern District of Arkansas (1984-2006)	 Private Practice (1969-1973); Partner, Little, McCollum & Mixon (1973-1984) Military Service: United States Navy (1963-1965)	 Arkansas Bar Association; Debtor-Creditor Bar Chief Deputy Clerk Philip R. Principe ................ {301} 918-5509 Association of Central Arkansas; National Conference of Bankruptcy . . . Fax: {501} 918-5505 Judges; Pulaski County Bar Association Deputy-in-Charge - Fayetteville Brenda Shipley ........ (479) 382-9803
230	10	 A. Bruce Campbell	N / A	N / A	N / A	N / A	N / A	N / A	N / A
51	11	 A. Howard Matz	N / A	N / A	N / A	N / A	N / A	N / A	N / A
