	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
281	0	 (half-time) Larry A.	 1985	N / A	N / A	N / A	N / A	 Private Practice	N / A
192	1	 (part-time) David L.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
193	2	 (part-time) Gudrun J.	 February 7, 2001	N / A	N / A	 Volunteer, Peace Corps (1973-1975); Deputy District Attomey, Seventh Judicial District, State of Colorado (1977-1981)	 District Court Referee/Juvenile Commissioner, 7th Judicial District, State of Colorado (1982-1984)	 Shareholder, Withers, Rice & Mueller PC.	 Colorado Bar Association, Colorado Women’s Bar Association; Federal Magistrate Judges’ Association; Mesa County Bar Association; Mesa County Public Library District, Trustee
76	3	 (part-time) Rita C.	 December 27, 2004	N / A	N / A	 Staff Attorney, United States District Court for the Central	N / A	N / A	N / A
269	4	 (recalled) Alexander	 1963 x	N / A	N / A	 Research Assistant, United States District Court for the	N / A	N / A	 American Bankruptcy Institute; American Bar Association; American College of Bankruptcy Fellows; American Judicature Society; Federal Bar Association; Florida Bar; Hillsborough County Bar Association
320	5	 (recalled) Peter R.	 January 1, 1971	N / A	N / A	 Mayor Peter R. Palermo, City of West Miami, Florida (1947-1953); Assistant State Attorney (1950-1953)	 Judge, Florida Municipal Court (1953-1960)	 Senior Partner, Palermo & Connelly Military Service: United States Army Air Corps (1941-1945)	 American Judicature Society; Dade County Bar Association; Eleventh Circuit Historical Society, Inc.; Federal Bar Association; Federal Magistrate Judges Association; Florida Association for Women Lawyers; Florida Bar; Florida Historical Society; Justinian Society of Judges; League of Municipal Judges; Peter Fay Inns of Court
115	6	 (recalled) Richard T.	 January 17, 2001	N / A	N / A	N / A	N / A	N / A	 Central California Bankruptcy Association; State Bar of California ‘ :
195	7	 A. Bruce Campbell Federal Advocates	N / A	N / A	N / A	N / A	N / A	N / A	N / A
33	8	 A. Howard Matz	N / A	N / A	N / A	N / A	N / A	N / A	N / A
294	9	 Adalberto Jordan	 October 1, 1999	 President William J. Clinton	N / A	 Assistant United States Attorney, Southern District of Florida,	N / A	 Litigation Associate, Stee] Hector & Davis (1989-1993); » Partner, Steel Hector & Davis (1994-1994)	 American Bar Association; Florida Bar; Peter T. Fay American Inn of Court
83	10	 Aian M. Ahart	N / A	N / A	N / A	N / A	N / A	N / A	N / A
383	11	 Alan C. Kay	 1987	 President Ronald Reagan	N / A	N / A	N / A	 Partner, Case, Kay & Lynch (1960-1986) Military Service: United States Marie Corps (1953-1955)	 Aloha Inn; American Inn of Court
207	12	 Alan H. Nevas	N / A	N / A	N / A	N / A	N / A	N / A	N / A
214	13	 Alan H. W. Shiff	N / A	N / A	N / A	N / A	N / A	N / A	N / A
