	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
95	0		Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
72	1	 (part-time) David J.	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
59	2	 (part-time) David W.	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
26	3	 (part-time) James G.	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
90	4	 (part-time) James R.	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
106	5	 (part-time) Karen	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
108	6	 (part-time) R. Michael	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
105	7	 (part-time) Robert W.	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
109	8	 (part-time) Teresa M.	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
98	9	 (part-time) Theresa M.	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
107	10	 (pent -tinnel James K.	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
60	11	 (recalled) John L.	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
9	12	 (recalled) William T.	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
110	13	 (recalled/part-time)	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
89	14	 Aaron E. Goodstein	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
138	15	 Aida M. Deigado-Colén	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
102	16	 Alan B. Johnson	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
206	17	 Alan G. Lance, Sr.	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
128	18	 Alan Kay	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
134	19	 Alex R. Munson	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
192	20	 Andrew S. Effron	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
233	21	 Arthur L. Nims I	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
23	22	 B. Waugh Crigler	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
96	23	 Barbara B. Crabb	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
41	24	 Barbara J. Rothstein	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
46	25	 Benjamin Hale Settle	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
155	26	 Bernard Markovitz |	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
178	27	 Bohdan A. Futey	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
150	28	 Brian K. Tester	Began Service: 1987	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Hunton & Williams LLP (1969-1987)	N / A
