	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
334	0	 (part-time) Mary E.	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
333	1	 (part-time) Philip 14,	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
335	2	 (part-time) Terrance	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
274	3	 A. Raymond Randolph	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
11	4	 Alan D. Lourie bers of Circuit 	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
131	5	 Alan E. Norris	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
200	6	 Alfred T. Goodwin	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
115	7	 Alice M. Batchelder	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
92	8	 Allyson K. Duncan	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
61	9	 Amalya L. Kearse	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
180	10	 Andrew J. Kleinfeld	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
149	11	 Ann Claire Williams	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
64	12	 Anthony J- Scirica	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
3	13	 Anthony M. Kennag,	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
2	14	 Antonin Scalia	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
172	15	 Arthur Federman	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
14	16	 Arthur J. Gajarsa	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
