	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
55	0		Began Service: October 1985	Appointed By: President Ronald Reagan	N / A	Government: Special Assistant Attorney General, State of Mississippi	N / A	Legal Practice: Law Clerk, Community Legal Aid (1972-1973) Military Service: United States Navy (1973-1976); United States Naval Reserve (1983-1985)	Current Memberships: American Bar Association; Federal Bar Association; Hinds County Bar Association; Magnolia Bar Assaciation; The Mississippi Bar;:-Judicial Council, National Bar Association : Staff Law Clerk Kentray Hierston...........--.. 0000 ees (601} 965-4042 Began Service: September 2009 Term Expires: September 2010 E-mail: kentray_hierston@mssd-uscourts.goyv. : Career Law Clerk Joe Bush. 2.2.00. 0 0.002... e eee (601) 965-4042 E-mail: joe_bush@mssd.uscourts.gov Courtroom Deputy Clerk Twana Summers ............ {601} 965-4042 E-mail: twana_summers@mssd.uscourts.gov Education: Belhaven 2002 BABA Secretary Sheila McCleave............. fy «4 nuemreorewane: 2 2 (601) 965-4042
313	1	 (Recalled) Leslie G.	Began Service: October 1985	Appointed By: President Ronald Reagan	N / A	Government: Special Assistant Attorney General, State of Mississippi	N / A	Legal Practice: Law Clerk, Community Legal Aid (1972-1973) Military Service: United States Navy (1973-1976); United States Naval Reserve (1983-1985)	Current Memberships: American Bar Association; Federal Bar Association; Hinds County Bar Association; Magnolia Bar Assaciation; The Mississippi Bar;:-Judicial Council, National Bar Association : Staff Law Clerk Kentray Hierston...........--.. 0000 ees (601} 965-4042 Began Service: September 2009 Term Expires: September 2010 E-mail: kentray_hierston@mssd-uscourts.goyv. : Career Law Clerk Joe Bush. 2.2.00. 0 0.002... e eee (601) 965-4042 E-mail: joe_bush@mssd.uscourts.gov Courtroom Deputy Clerk Twana Summers ............ {601} 965-4042 E-mail: twana_summers@mssd.uscourts.gov Education: Belhaven 2002 BABA Secretary Sheila McCleave............. fy «4 nuemreorewane: 2 2 (601) 965-4042
292	2	 (paretime) Martin R.	Began Service: October 1985	Appointed By: President Ronald Reagan	N / A	Government: Special Assistant Attorney General, State of Mississippi	N / A	Legal Practice: Law Clerk, Community Legal Aid (1972-1973) Military Service: United States Navy (1973-1976); United States Naval Reserve (1983-1985)	Current Memberships: American Bar Association; Federal Bar Association; Hinds County Bar Association; Magnolia Bar Assaciation; The Mississippi Bar;:-Judicial Council, National Bar Association : Staff Law Clerk Kentray Hierston...........--.. 0000 ees (601} 965-4042 Began Service: September 2009 Term Expires: September 2010 E-mail: kentray_hierston@mssd-uscourts.goyv. : Career Law Clerk Joe Bush. 2.2.00. 0 0.002... e eee (601) 965-4042 E-mail: joe_bush@mssd.uscourts.gov Courtroom Deputy Clerk Twana Summers ............ {601} 965-4042 E-mail: twana_summers@mssd.uscourts.gov Education: Belhaven 2002 BABA Secretary Sheila McCleave............. fy «4 nuemreorewane: 2 2 (601) 965-4042
173	3	 (part time) Robert W.	Began Service: October 1985	Appointed By: President Ronald Reagan	N / A	Government: Special Assistant Attorney General, State of Mississippi	N / A	Legal Practice: Law Clerk, Community Legal Aid (1972-1973) Military Service: United States Navy (1973-1976); United States Naval Reserve (1983-1985)	Current Memberships: American Bar Association; Federal Bar Association; Hinds County Bar Association; Magnolia Bar Assaciation; The Mississippi Bar;:-Judicial Council, National Bar Association : Staff Law Clerk Kentray Hierston...........--.. 0000 ees (601} 965-4042 Began Service: September 2009 Term Expires: September 2010 E-mail: kentray_hierston@mssd-uscourts.goyv. : Career Law Clerk Joe Bush. 2.2.00. 0 0.002... e eee (601) 965-4042 E-mail: joe_bush@mssd.uscourts.gov Courtroom Deputy Clerk Twana Summers ............ {601} 965-4042 E-mail: twana_summers@mssd.uscourts.gov Education: Belhaven 2002 BABA Secretary Sheila McCleave............. fy «4 nuemreorewane: 2 2 (601) 965-4042
351	4	 (part-time) Alice H.	Began Service: October 1985	Appointed By: President Ronald Reagan	N / A	Government: Special Assistant Attorney General, State of Mississippi	N / A	Legal Practice: Law Clerk, Community Legal Aid (1972-1973) Military Service: United States Navy (1973-1976); United States Naval Reserve (1983-1985)	Current Memberships: American Bar Association; Federal Bar Association; Hinds County Bar Association; Magnolia Bar Assaciation; The Mississippi Bar;:-Judicial Council, National Bar Association : Staff Law Clerk Kentray Hierston...........--.. 0000 ees (601} 965-4042 Began Service: September 2009 Term Expires: September 2010 E-mail: kentray_hierston@mssd-uscourts.goyv. : Career Law Clerk Joe Bush. 2.2.00. 0 0.002... e eee (601) 965-4042 E-mail: joe_bush@mssd.uscourts.gov Courtroom Deputy Clerk Twana Summers ............ {601} 965-4042 E-mail: twana_summers@mssd.uscourts.gov Education: Belhaven 2002 BABA Secretary Sheila McCleave............. fy «4 nuemreorewane: 2 2 (601) 965-4042
174	5	 (part-time) Kea Riggs |	Began Service: October 1985	Appointed By: President Ronald Reagan	N / A	Government: Special Assistant Attorney General, State of Mississippi	N / A	Legal Practice: Law Clerk, Community Legal Aid (1972-1973) Military Service: United States Navy (1973-1976); United States Naval Reserve (1983-1985)	Current Memberships: American Bar Association; Federal Bar Association; Hinds County Bar Association; Magnolia Bar Assaciation; The Mississippi Bar;:-Judicial Council, National Bar Association : Staff Law Clerk Kentray Hierston...........--.. 0000 ees (601} 965-4042 Began Service: September 2009 Term Expires: September 2010 E-mail: kentray_hierston@mssd-uscourts.goyv. : Career Law Clerk Joe Bush. 2.2.00. 0 0.002... e eee (601) 965-4042 E-mail: joe_bush@mssd.uscourts.gov Courtroom Deputy Clerk Twana Summers ............ {601} 965-4042 E-mail: twana_summers@mssd.uscourts.gov Education: Belhaven 2002 BABA Secretary Sheila McCleave............. fy «4 nuemreorewane: 2 2 (601) 965-4042
235	6	 (part-time) Larry A.	Began Service: October 1985	Appointed By: President Ronald Reagan	N / A	Government: Special Assistant Attorney General, State of Mississippi	N / A	Legal Practice: Law Clerk, Community Legal Aid (1972-1973) Military Service: United States Navy (1973-1976); United States Naval Reserve (1983-1985)	Current Memberships: American Bar Association; Federal Bar Association; Hinds County Bar Association; Magnolia Bar Assaciation; The Mississippi Bar;:-Judicial Council, National Bar Association : Staff Law Clerk Kentray Hierston...........--.. 0000 ees (601} 965-4042 Began Service: September 2009 Term Expires: September 2010 E-mail: kentray_hierston@mssd-uscourts.goyv. : Career Law Clerk Joe Bush. 2.2.00. 0 0.002... e eee (601) 965-4042 E-mail: joe_bush@mssd.uscourts.gov Courtroom Deputy Clerk Twana Summers ............ {601} 965-4042 E-mail: twana_summers@mssd.uscourts.gov Education: Belhaven 2002 BABA Secretary Sheila McCleave............. fy «4 nuemreorewane: 2 2 (601) 965-4042
374	7	 (recalled) David S.	Began Service: October 1985	Appointed By: President Ronald Reagan	N / A	Government: Special Assistant Attorney General, State of Mississippi	N / A	Legal Practice: Law Clerk, Community Legal Aid (1972-1973) Military Service: United States Navy (1973-1976); United States Naval Reserve (1983-1985)	Current Memberships: American Bar Association; Federal Bar Association; Hinds County Bar Association; Magnolia Bar Assaciation; The Mississippi Bar;:-Judicial Council, National Bar Association : Staff Law Clerk Kentray Hierston...........--.. 0000 ees (601} 965-4042 Began Service: September 2009 Term Expires: September 2010 E-mail: kentray_hierston@mssd-uscourts.goyv. : Career Law Clerk Joe Bush. 2.2.00. 0 0.002... e eee (601) 965-4042 E-mail: joe_bush@mssd.uscourts.gov Courtroom Deputy Clerk Twana Summers ............ {601} 965-4042 E-mail: twana_summers@mssd.uscourts.gov Education: Belhaven 2002 BABA Secretary Sheila McCleave............. fy «4 nuemreorewane: 2 2 (601) 965-4042
175	8	 (recalled) Don J. Svet	Began Service: October 1985	Appointed By: President Ronald Reagan	N / A	Government: Special Assistant Attorney General, State of Mississippi	N / A	Legal Practice: Law Clerk, Community Legal Aid (1972-1973) Military Service: United States Navy (1973-1976); United States Naval Reserve (1983-1985)	Current Memberships: American Bar Association; Federal Bar Association; Hinds County Bar Association; Magnolia Bar Assaciation; The Mississippi Bar;:-Judicial Council, National Bar Association : Staff Law Clerk Kentray Hierston...........--.. 0000 ees (601} 965-4042 Began Service: September 2009 Term Expires: September 2010 E-mail: kentray_hierston@mssd-uscourts.goyv. : Career Law Clerk Joe Bush. 2.2.00. 0 0.002... e eee (601) 965-4042 E-mail: joe_bush@mssd.uscourts.gov Courtroom Deputy Clerk Twana Summers ............ {601} 965-4042 E-mail: twana_summers@mssd.uscourts.gov Education: Belhaven 2002 BABA Secretary Sheila McCleave............. fy «4 nuemreorewane: 2 2 (601) 965-4042
223	9	 (recalled) Dorothy	Began Service: October 1985	Appointed By: President Ronald Reagan	N / A	Government: Special Assistant Attorney General, State of Mississippi	N / A	Legal Practice: Law Clerk, Community Legal Aid (1972-1973) Military Service: United States Navy (1973-1976); United States Naval Reserve (1983-1985)	Current Memberships: American Bar Association; Federal Bar Association; Hinds County Bar Association; Magnolia Bar Assaciation; The Mississippi Bar;:-Judicial Council, National Bar Association : Staff Law Clerk Kentray Hierston...........--.. 0000 ees (601} 965-4042 Began Service: September 2009 Term Expires: September 2010 E-mail: kentray_hierston@mssd-uscourts.goyv. : Career Law Clerk Joe Bush. 2.2.00. 0 0.002... e eee (601) 965-4042 E-mail: joe_bush@mssd.uscourts.gov Courtroom Deputy Clerk Twana Summers ............ {601} 965-4042 E-mail: twana_summers@mssd.uscourts.gov Education: Belhaven 2002 BABA Secretary Sheila McCleave............. fy «4 nuemreorewane: 2 2 (601) 965-4042
