	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
174	0	 $. Arthur Spiegei,	N / A	N / A	N / A	N / A	N / A	N / A	N / A
25	1	 (Recalled) Larry M.	 1992 /	N / A	N / A	N / A	N / A	N / A	 The American Inns of Court Staff
26	2	 (Recalled) Mikel H.	 1984	N / A	N / A	N / A	N / A	N / A	 The American Inns of Court; Habis State Bar-and Idaho Law Foundation, Inc. ' 
130	3	 (part- time) Michael G. Naville continyeg	N / A	N / A	N / A	N / A	N / A	N / A	N / A
131	4	 (part-time) Craig M..	 August 23, 2007	N / A	N / A	N / A	N / A	N / A	N / A
129	5	 (part-time) Michael G..	N / A	N / A	N / A	N / A	N / A	N / A	N / A
243	6	 (part-time) Robert H..	 April 4, 1984	N / A	N / A	N / A	N / A	N / A	 Louisiana State Bar Association; Shreveport Bar oh Association 
273	7	 (part-time) Victor H.	 March 22, 1988	N / A	N / A	N / A	N / A	N / A	 American Bar Association; Maryland State Bar Association, Inc.; Wicomico County Bar Association 
121	8	 (recail) Kent Lindquist	 May 1985	N / A	N / A	N / A	 Chief Bankruptcy Judge, United States Bankrupicy Coutt for the	N / A	N / A
279	9	 (recalled) E. Stephen	N / A	N / A	N / A	N / A	N / A	N / A	N / A
186	10	 (recalled) Joe Lee	 September 1, 1961	N / A	N / A	N / A	N / A	N / A	 American Bat Foundation, American Bar Association; American College of Bankruptcy; National Bankruptcy Conference Statt oo Career Law Clerk Cherry Qwens ......:.0........... (859) 233-2814 E-mail: cherry_owens@kyeb.uscourts.gov Education: Union Col (KY) 1970 BA, 1973 MA; Kentucky 1983 FD Judicial Assistant Donna Famularo..........0........ (859) 233-2814 United States District Court for the Western District of Kentucky Gene Snyder U.S. Courthouse, 601 West Broadway, Room 106, . Louisville, KY 40262-2249 Tel: (502) 625-3500 Tel: (800) 676- 6856 (PACER) Fax: (502) 625-3880 Internet: www.kywd.uscourts.gov Number of Judgeships: 5 _ Areas Covered: Counties of Adair, Allen, Ballard, Barren, Breckinridge, Bullitt, Butler, Caldwell, Calloway, Carlisle, Casey, Christian, Clinton, Crittenden, Cumberland, Daviess, Edmonson, Fulton, Graves, Grayson, Green, Hancock, Hardin, Hart, Henderson, Hickman, Hopkins, Jefferson, Larue, Livingston, Logan, Lyon, Marion, Marshall, McCracken, McLean, Meade, Metcalfe, Monroe, Muhlenberg, Nelson, Ohio, Oldham, Russell, Simpson, Spencer, Taylor, Tedd, Trigg, Union, Warren, Washington and Webster . -
90	11	 (recalled) John D.	 November 2, 1984	N / A	N / A	 Assistant United States Attorney, Northern District of	N / A	 Private Practice	 Ainerican Bankruptcy Institute; American Bar Association; American College of Bankruptcy; The Chicago Bar Association; Federal Bar Association; Lawyers Club of Chicago; National Conference of Bankruptcy Judges
334	12	 (recalled) Walter	 fuly 15, 2002	N / A	N / A	N / A	N / A	N / A	 American Bar Association; American Judicature Society; Detroit Bar Association; National Conference of Bankruptcy Judges; State Bar of Michigan
39	13	 (recalled) William V.	 June 20, 2000	N / A	N / A	N / A	N / A	 Kavanagh, Scully, Sudow, White & Frederick (1964-1985)	N / A
128	14	 (recalled} Kennard P.	 May 16, 1986	N / A	N / A	N / A	N / A	N / A	N / A
102	15	 (visiting) Gerald D..	N / A	N / A	N / A	N / A	N / A	N / A	N / A
103	16	 (visiting) James K.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
