	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
381	0		 July 11, 1991	N / A	N / A	N / A	 Judge, Oregon Circuit Court	N / A	N / A
136	1	 (half-time) Mark A.	 February |, 1993	N / A	N / A	 Assistant Attorney General, Office of the Attorney General	N / A	N / A	 Nebraska State Bar Association; State Bar of South Dakota
299	2	 (part-time) Clark B.	 January 1, 1997	N / A	N / A	N / A	N / A	N / A	N / A
386	3	 (part-time) David J.	 October 9, 2007	N / A	N / A	N / A	N / A	 Private Practice - Litigation Military Service: United States Marine Corps	 West Virginia Bar Association; West Virginia State Bar , 
377	4	 (part-time) Dean Brett	N / A	N / A	N / A	N / A	N / A	N / A	N / A
376	5	 (part-time) Gilbert H.	 March 24, 1979	N / A	N / A	N / A	N / A	N / A	 Clark County Bar Association; Phi Alpha Delta Legal Fraternity; Washimgton State Bar Association
135	6	 (part-time) Marshall Pp	 1992	N / A	N / A	N / A	 Judge, South Dakota County and District Courts (1974-1992)	 Private Practice	N / A
137	7	 (part-time) Myles	 January 2001	N / A	N / A	N / A	N / A	N / A	N / A
300	8	 (part-time) Robert T.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
69	9	 (part-time) William H	 June 21, 1971	N / A	N / A	 United States Commissioner, Office of the United States	N / A	N / A	 American Bar Association, Federal Bar Association (Honorary), Federal Magistrate Judges Association; Lycoming Law Association; Pennsylvania Bar Association Staif Administrative Assistant Mary H. Bower .............. (570) 323-9881 E-mail: mary_bower@pamd.uscourts.gov Education: Lycoming 1960 BS Administrative Assistant Deborah M. LeFeber 370 t , LeFeber,........, 323-98 E-mail: deborah_lefeber@pamd.uscourts.gov cll 881 Education; Himira 1977 BA : Judicial Yallaw Baok © Leacersh!p:Directories, inc. Fall 2005 FEDERAL COURTS—UNITED STATES DISTRICT COURTS FEDERAL COURTS—UNITED STATES DISTRICT COURTS 422 United States Bankruptcy Court for the Middie District of Pennsylvania United States Bankruptcy Court for the Middle District of Pennsylvania 274 Max Rosenn U.S, Courthouse, 197 $8. Main St., Wilkes Barre, PA 18701 Tel: (570) 826-6450 Tel: (800) 882-6899 (Harrisburg Toil Free PACER) Tel: (800) 640-3037 (Wilkes-Barre Toll Free PACER) Fax: (570) 826-6694 Internet: www.pamb.uscourts.gov Number of Judgeships: 2
89	10	 (part-time} Keith A.	 1994	N / A	N / A	N / A	N / A	N / A	N / A
220	11	 (part-time} Robert K.	 April 1980	N / A	N / A	N / A	N / A	N / A	 American Bar Association; College of the State Bar of Texas; State Bar of Texas; Wichita County Bar Association 
