	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
16	0		 1992	N / A	N / A	 Assistant United States Attorney, Southern District of West	N / A	N / A	 West Virginia State Bar .
171	1	 (Chairman) Wm. Terrell	N / A	N / A	N / A	N / A	N / A	N / A	N / A
29	2	 (part-time) James K.	 2004	N / A	N / A	N / A	N / A	N / A	 Montana State Bar; Wyoming State Bar
11	3	 (part-time) James R.	 December 1991	N / A	N / A	N / A	N / A	N / A	N / A
28	4	 (part-time) Karen	N / A	N / A	N / A	N / A	N / A	N / A	N / A
27	5	 (part-time) Robert W.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
31	6	 (part-time) Teresa M.	 July 2006	 President George W. Bush	N / A	N / A	N / A	 Attorney, Moffat & McKee, PC.	N / A
32	7	 (recalled/part-time)	N / A	N / A	N / A	N / A	N / A	N / A	N / A
8	8	 Aaron E. Goodstein	N / A	N / A	N / A	N / A	N / A	N / A	N / A
60	9	 Aida M. Delgado-Colén	 March 20, 2006	 President George W. Bush	N / A	 Legal Investigator, Department of Labor and Human Resources (1980-1981); Director of Research and Investigations, Department of Labor and Human Resources (1981-1982); First Assistant Federal Public Defender, Office of the Federal Public Defender (1988-1993) :	 Magistrate Judge, United States District Court for the District of	N / A	N / A
23	10	 Alan B. Johnson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
129	11	 Alan G. Lance, Sr. Management Analyst Jeff Blanchard.................. (202) 354-3204	N / A	N / A	N / A	N / A	N / A	N / A	N / A
51	12	 Alan Kay	 1991	N / A	N / A	 Public Defender, District of Columbia (1960-1962); Assistant	N / A	 Bregman, Abell & Kay (1967-1991) Military Service: District of Columbia National Guard	 American Inns of Court; District of Columbia Bar Association; National Conference of Bar Examiners; The Barristers; The Lawyers Club; Virginia Bar Association
55	13	 Alex R. Munson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
118	14	 Andrew S. Effron	 1996	 President William J. Clinton	N / A	 Legislative Aide (full and part-time), U.S. Representative	N / A	N / A	N / A
168	15	 Anthony J. Scirica	N / A	N / A	N / A	N / A	N / A	N / A	N / A
156	16	 Arthur L. Nims Hl	N / A	N / A	N / A	N / A	N / A	N / A	N / A
17	17	 Barbara B. Crabb	N / A	N / A	N / A	N / A	N / A	N / A	N / A
77	18	 Bernard Markovitz	N / A	N / A	N / A	N / A	N / A	N / A	N / A
102	19	 Bohdan A. Futey	 May 27, 1987	 President Ronald Reagan	N / A	 Chief Assistant Police Prosecutor, City of Cleveland, Ohio (1972-1974); Executive Assistant, Mayor Ralph }. Perk (R-OH), City of Cleveland, Ohio (1974-1975); Adviser, Newly Independent States Working Group on Ukraine, Central European and Eurasian Law Initiative; Chairman, Foreign Claims Settlement Commission of the United States (1984-1987) ,	 Ukzaian American Bar Association	 Partner, Futey & Rakowsky (1968-1972); Partner, Bazarko, Futey & Oryshkewych (1975-1984} Nonprofit: Advisor, International Republican Institute; U.S. Ulaaine Foundation	 District of Columbia Bar Association
126	20	 Bruce E. Kasold	N / A	N / A	N / A	N / A	N / A	N / A	N / A
69	21	 Camille L. Velez-Rive	 March 22, 2004	N / A	N / A	N / A	N / A	N / A	N / A
166	22	 Carleton D. Powell	 August 1985	N / A	N / A	 Attorney, Internal Revenue Service, United States	N / A	N / A	 Virginia Bar Association 
57	23	 Carmen Consuelo Cerezo	 1980	 President Jimmy Carter	N / A	N / A	 Judge, Puerto Rico Superior Court (1972-1976); Judge, Puerto Rico Court of Intermediate Appeals (1976-1980)	 Benny Frankie Cerezo, Esq. (1966-1967)	 Puerto Rico Bar Association
137	24	 Carolyn P Chiechi	 October 1, 1992 .	 President George H.W. Bush	N / A	 Attorney-Advisor, The Honorable Leo H. win, United	N / A	 Associate, Sutherland, Asbill & Brennan (1971-1976); Partner, Sutherland, Asbill & Brennan (1976-1992)	 American Bar Association; American Bar Foundation; American College of Tax Counsel; American Judicature Seciety; District of Columbia Bar; Federal Bar Association; Women’s Bar Association of the District of Columbia
120	25	 Charles E. “Chip”	 October 15, 2002	N / A	N / A	 Program Manager/Attorney, Anti-Fraud Unit, Office of High Representative of Bosnia and Herzegovnia (OHR) (1998): Head of Department, Human Rights and Rule of Law, Office of High Representative of Bosnia and Herzegovnia (OHR) (1999); Judicial Reform Coordinator, Office of High Representative of Bosnia and Herzegovnia {OHR) (1998-1999)	 Supreme Court Justice, Montana Supreme Court (1995-1997); Chief Judge, Bosnian Election Court (2000-2001)	 Assistant Attorney General, Montana Attorney General’s	N / A
89	26	 Charles F Lettow	 July 22, 2003	 President George W. Bush	N / A	 Counsel, Council on Environmental Quaiity, Executive Office	N / A	N / A	 American Law Institute; American Bar Association; California Bar Association; District of Columbia Bar; lowa Bar Association; Maryland State Bar
5	27	 Charles N. Clevert, Jr.	 July 31, 1996	 President William J, Clinton °	N / A	 Assistant District Attorney, County of Milwaukee, Wisconsin (1972-1975); Assistant United States Attorney, Eastern District of Wisconsin, United States Department of Justice (1975-1977), Special Assistant United States Attorney, Northern District of [llincis, United States Department of Justice (1977)	 Bankruptcy Judge, United States Bankruptey Court for the Eastern	N / A	 American Bar Association (National Conference of Federal Trial Judges); Seventh Circuit Bar Association; State Bar of Wisconsin; Wisconsin Association of African American Lawyers; Wisconsin Bar Association; Federal Judges Association
24	28	 Clarence A. Brimmer	 September 26, 1975	 President Geraid Ford	N / A	 Attorney General, State of Wyoming (1971-1974); United States Attorney, District of Wyoming, United States Department of Justice (1975)	 Judge, Municipal Court (1948-1954); Magistrate Judge, United	N / A	 American Bar Association; Federal Judges’ Association; Wyoming State Bar Association
40	29	 Colleen Kollar-Kotelly	 May 12, 1997	 President William J. Clinton	N / A	 Government Attorney, Criminal Division, Appellate Section,	N / A	N / A	 District of Columbia Bar Association
73	30	 Curtis V. Gomez	 January 3, 2065	 President George W. Bush	N / A	N / A	N / A	N / A	N / A
163	31	 D. Irvin Couvillion	 July 1, 1985	N / A	N / A	 Administrative Assistant, U.S. Representative Speedy 0!	N / A	 Private Practice (1959-1966); Parmer, McCollister, MeCleary, Fazio & Holliday (1974-1985)	 American Bar Association; Louisiana State Bar Association
172	32	 D. Lowell Jensen	N / A	N / A	N / A	N / A	N / A	N / A	N / A
58	33	 Daniel R. Dominguez	 November 1, 1994	 President Wiliam J. Clinton	N / A	N / A	N / A	 Associate Counsel, Hector M. Laffitte Law Offices (1970-1973); Partner, Lafitte & Dominguez Law Offices (1973-1980); Partner, Laffitte, Dominguez & Totti Law Offices (1980-1983); Partner, Dominguez & Totti Law Offices (1983-1994) Military Service: United States Army Reserve	 American Bar Association; Bar Association of Puerta Rico; Federal Bar Association of Puerto Rico; Association of Labor Relations Practitioners
130	34	 David D. Dowd, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
146	35	 David Laro	N / A	N / A	N / A	N / A	N / A	N / A	N / A
173	36	 David R. Hansen	N / A	N / A	N / A	 Administrative Aide, U.S. Representative Ben F. Jensen (R-IA), United States House of Representatives (1962-1963)	 Judge, Police Court (1969-1973); Judge, Iowa District Court, Second Judicial District (1976-1986); Judge, United States District Court for the Northern District of Iowa (1986-1991); Chief Judge, United States Court of Appeals for the Eighth Circuit (2002-2003); Member, Judicial Conference of the United States (2002-2003) .	 Law Clerk and Associate Attorney, Jones, Cambridge & Carl (1963-1964); Partner, Barker, Hansen & McNeal (1968-1976) Military Service: United States Army (1964-1968)	 Dean Mason Ladd Inn of Court, Iowa State Bar Association Fall 2006 © Leadership Directories, Inc. Judicial Yellow Book Judicial Conference of the United States 549 judicial Conference of the United States . : -Phurgood Marshall Federal Judiciary Building, One Columbus Circle, NE, Room 7-425 South, Washington, DC 20544 Fel: (202) 502-2400 Fax: (202) 502-1144 The Judicial Conference of the United States is the principal policy maxing body concerned with the administration of the United States Courts. The specific duties of the Judicial Conference include surveying the conditions of business in the courts of the United States, preparing plans for the assignment of judges to or from courts of appeals or district courts, promoting uniformity of management procedures and the expeditious conduct of court business, the reviewing of circuit council conduct and disability orders, and carrying on a continuous study of the operation and effect of general rules of practice and procedure in use within the federal courts. In addition, the Judicial Conference supervises the Director of the Administrative Office of the United States Courts and operates through a network of committees created to address and advise on a variety of subjects dealing with administration of the courts. The Chief Justice of the United States is the presiding officer of the canference. Membership is comprised of the chief judges of each judicial circuit, the chief judge of the Court of International Trade, and a district judge from each regional judicial circuit. A circuit chief judge’s term on the conference is concurrent with his or her term as chief judge of the circuit, seven years or until seventy years of age, whichever comes first. District judge representatives are elected for terms of not less than three nor more than five successive years, as established by majority vote of all circuit and district judges of their circuit. Terms on the conference of elected members ate effective and expire on October 1 of any given year. The Director of the Administrative Office of the United States Courts-serves as the Judicial Conference Secretary.
50	37	 Deborah A. Robinson	 Juiy 1988	N / A	N / A	 Assistant United States Attorney, District of Columbia,	N / A	N / A	 American Bar Association; Bar Association of the DThistrict of Columbia; Washington Bar Association; William B. Bryant Inn of Court
109	38	 Delissa A. Ridgway	 May 29, 1998	 President William J. Clinton	N / A	 Chairperson, U.S. Foreign Claims Settlement Commission	N / A	 Shaw, Pittman, Potts & Trowbridge (1979-1994)	 American Bar Association; American Bar Foundation, Fellow; American Law Institute; Federal Bar Association; Foundation of the Federal Bar Association, Fellow; New York City Bar Association; Women’s Bar Association of the District of Columbia
145	39	 Diane L. Kroupa	 June 13, 2003	 President George W. Bush	N / A	N / A	N / A	N / A	 American. Bar Association, Tax Section; District of Columbia Bar Association; Minnesota Bar Association; National Association of Women Judges; South Dakota Bar Association
108	40	 Donald C. Pogue	N / A	N / A	N / A	N / A	N / A	N / A	N / A
79	41	 Edward J. Damich	 October 22, 1998	 President William J. Clinton	N / A	 Commissioner, Copyright Royalty Tribunal, George H.W.	N / A		 American Bar Association; Bar Association of the District of Columbia; District of Columbia Bar Association; Federal Circuit Bar Association; Pennsylvania Bar Association; The Supreme Court of the United States; Washington Area Lawyers for the Arts 
43	42	 Ellen Segal Huvelle	 January 2000	 President Wiiliam J. Clinton	N / A	N / A	 Associate Judge, Superior Court for the District of Columbia (1990-1999)	 Associate, Williams & Connolly (1977-1983); Partner, Williams & Connolly (1984-1990) “	 American Bar Association; Association of Trial- Lawyers of America; Disirict of Columbia Bar Association; Edward Bennett Williams American Inn of Court; Fellow of the American Bar Association; Massachusetts Bar Association; National Association of Women Judges; The Bar Association of the District of Columbia; Women’s Bar Association
83	43	 Emily Clark Hewitt	 November 10, 1998	 President Wilam 3. Clinton	N / A	 General Counsel, General Services Administration	N / A	 Associate, Hill & Barlow (1978-1985); Partner, Hill & > Barlow (1985-1993); Chair, Real Estate Department, Hill & Barlow (1987-1993) - Nonprofit: Administrator, Corneii/Hofstra Upward Bound Program, Union > Settlement House (1967-1969)	 American Bar Association; Bar of the Supreme Judicial Court of The Commonwealth of Massachusetts; Federal Bar ’ Association; National Association of Women Judges; Women’s Bar Association of the District of Columbia
39	44	 Emmet G. Sullivan	 June 15, 1994	 President William J. Clinton	N / A	N / A	 Associate Judge, Superior Court of the District of Columbia (1984-1992}; Associate Judge, District of Columbia Court of Appeals (1992-1994)	 Law Clerk, Neighborhood Legal Services Program (1971-1972); Associate, Houston and Gardner (1973-1974); Partner, Houston and Gardner (1974-1980); Parmer, Houston, Sullivan and Gardner (1980-1984)	 American Bar Association; American Bar Foundation; Bar Association of the District of Columbia; National Bar Association; Washington Bar Association
72	45	 Enrique S. Lamoutte	 November 1986	N / A	N / A	 Clerk, United States Bankruptcy Court for the District of	N / A	N / A	 American Bar Association; District of Columbia Bar Association; Federal Bar Association; Puerto Rico Bar Association —
100	46	 Eric G. Bruggink	 April 15, 1986	 President Ronald Reagan	N / A	 Director, Office of Appeals Counsel, Merit Systems	N / A	 Hardwick, Hause & Segrest (1976-1977); Steiner, Crum & Baker (1979-1982}	 Alabama Bar Association; District of Colurabia Bar; Federal Circuit Bar :
123	47	 Eugene R. Sullivan	N / A	N / A	N / A	N / A	N / A	N / A	N / A
106	48	 Evan J. Wallach	 September 25, 1995	 President William J. Clinton.	N / A	 General Counsel and Public Policy Advisor, U.S. Senator	N / A	 Associate, Lionel Sawyer & Collins (1976-1983); Partner,	N / A
54	49	 Frances Marie	N / A	N / A	N / A	N / A	N / A	N / A	N / A
84	50	 Francis M. Allegra	N / A	N / A	N / A	N / A	N / A	N / A	N / A
62	51	 Francisco Augusto	N / A	N / A	N / A	N / A	N / A	N / A	N / A
75	52	 Geoffrey W. Barnard	 1986	N / A	N / A	N / A	N / A	N / A	N / A
76	53	 George W. Cannon Jr.	 April 12, 2004	N / A	N / A	N / A	N / A	N / A	 American Bar Association; Federal Bar Association; Rotary Club; Virgin Islands Bar Association 
91	54	 George W. Miller	N / A	N / A	N / A	N / A	N / A	N / A	N / A
70	55	 Gerardo A.	 August 1994	N / A	N / A	 Counsel, Commonwealth of Puerto Rico (1980-1983)	N / A	 Partner, Carlo & Troncoso & Becher (1983-1990)	N / A
37	56	 Gladys Kessler	 1994	 President William J. Clinton	N / A	 Staff Attorney, National Labor Relations Board (1962-1964); Legislative Assistant, U.S. Senator Harrison A. Williams (D-NJ}, United States Senate (1964-1966); Legisiative Assistant, U.S. Representative - Jonathan Bingham (D-NY, District 22), United States House of Representatives (1966-1968); Staff Attorney, Office of Labor Relations, New York City Board of Education (1969) a	 Associate Justice, Superior Court of the District of Columbia (1977-1994) i	 Partner, Roisman, Kesslér & Cashdan (1969-1977)	 American Bar Association; American Bar Foundation, Fellow; American Tudicature Society; District of Columbia Bar; Einstein Institute for Science, Health and the Courts; Frederick B. Abrahamson Memorial Foundation; Judicial Administration Division; National Association of Women Judges; National Center for. State Courts; US. Judicial Conference Committee on Court Administration and Court Management 
105	57	 Gregory W. Carman	N / A	N / A	N / A	N / A	N / A	N / A	N / A
61	58	 Gustavo Antonio Geipi	 August 2006	 President George W. Bush	N / A	 Assistant Public federal Defender (1993-1996); Special Counsel, United States Sentencing Commission (1996); Assistant to the Attomey General (1997); Deputy Attorney General (1997-1999); Solicitor General of Puerto Rico (1999-2000)	 Magistrate Judge, United States District Court for the District of Puerto Rico (2001-2006)	 McConnell Valdés Law Firm (2001)	 Federal Bar Asscciation; Puerto Rico Bar Association; Virgin Islands Bar Association
124	59	 H. FE “Sparky” Gierke	 November 1, 1991	 President George H.W. Bush	N / A	 State’s Attorney, County of McKenzie, North Dakota (1974-1982); City Attorney, City of Watford, North Dakota (1974-1983)	 Justice, North Dakota Supreme Court (1983-1991); Chief Judge, United States Court of Appeals for the Armed Forces	 Private Practice (1971-1983) Military Service: United States Army (1967-1971}	 American Bar Association; American Judicature Society; Association of Trial Lawyers of America; Inter-University Seminar on Armed Forces and Society; National District Attorneys Association; North Dakota State’s Attorneys Association; Northwest Judicial District; State Bar Association of North Dakota
142	60	 Harry A. Haines	N / A	N / A	N / A	N / A	N / A	N / A	N / A
41	61	 Henry Harold Kennedy, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
153	62	 Herbert L. Chabot	 April 3, 1978	 President Jimmy Carter	N / A	 Associate, Congressional Joint Committee on Taxation,	N / A	N / A	 American Bar Association; Federal Bar Association
154	63	 Howard A. Dawson, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
66	64	 Héctor M. Laffitte	N / A	N / A	N / A	N / A	N / A	N / A	N / A
169	65	 J. Frederick Motz	 1985	 President Ronald Reagan	N / A	 Assistant United States Attorney, District of Maryland,	N / A	 Associate, Venable, Baetjer & Howard (1968-1969); Partner, Venable, Baetjer & Howard (1971-1981)	 American Bar Association; American Bar Foundation; American College of Trial Lawyers; American Law Institute; Baltimore City Bar Association; Maryland State Bar Association
4	66	 J. P Stadtmueller	 1987	 President Ronald Reagan	N / A	 Assistant United States Attorney, Eastern District of : Wisconsin, United States Department of Justice (1969-1975), Assistant then Deputy United States Attorney, Eastern District of Wisconsin, United States Department of Justice (1977-1981); United States Attorney, Eastern Pe District of Wisconsin, United States Department of Justice (1981-1987)	 Chief Judge, United States District Court for the Eastern District of - Wisconsin :	 Associate, Kluwin, Dunphy, Hankin & Hayes (1968-1969); : Partner, Stepke, Kossow, Trebon & Stadtmueller (1975-1976)	 American Bar Association; American Law (Institute; Seventh Circuit Bar Association; State Bar of Wisconsin
63	67	 Jaime Pieras, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
134	68	 James C. Cacheris	 1981	 President Ronald Reagan	N / A	N / A	N / A	N / A	 Foreign Intelligence Surveillance Court Statf Law Clerk Andrew Boone..................2...206. (703) 229-2110 Law Clerk Sarah Hobetka......................0-.. (703) 299-2110 Courtroom Deputy Donetta Perkins .................. (793) 299-2110 Secretary Diane Wood .............0.....0 000 cece (703) 299-2110 United States Tax Court 406 Second Street, NW, Washington, DC 20217 Tel: (202) 606-8754 Internet: www.ustaxcourt.gov Number of Judgeships: 19 The United States Tax Court hears disputes involving the Internal Revenue Service and deficiencies or overpayment of taxes. The United States Tax Court judges are appointed by the President and confirmed by the Senate to 15-year terms. A chief judge is elected biennially by fellow judges. Both recalled and special trial judges serve at the pleasure of the court. Public trials are conducted by a single judge or a special trial judge. These rulings can be appealed to the United States Courts of Appeals and the Supreme Court of the United States.
119	69	 James E, Baker	 September 19, 2000	 President William J. Clinton	N / A	N / A	N / A	N / A	N / A
13	70	 James E. Shapiro	 February 3, 1982	N / A	N / A	N / A	N / A	 Sole Practitioner (1957); Partner, Bratt & Shapiro (1960-1964); Sole Practitioner (1964-1974); Partner, Frank, Hiller & Shapiro (1975-1982) Military Service: United States Army (1954-1956)	 American Bankruptcy Institute; Milwaukee Bar Association; National Conference of Bankruptcy Judges; State Bar of Wisconsin
96	71	 James F Merow	N / A	N / A	N / A	N / A	N / A	N / A	N / A
38	72	 James Robertson	N / A	N / A	N / A	N / A	N / A	N / A	N / A
143	73	 James S. Halpern ]	N / A	N / A	N / A	N / A	N / A	N / A	N / A
104	74	 Jane A. Restani	N / A	N / A	N / A	N / A	N / A	N / A	N / A
