	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
30	0	 (Recalled) Mikel H.	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
117	1	 (part-time) Michael G.	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
238	2	 (part-time) Victor H.	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
85	3	 (recailed) John D.	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
109	4	 (recall) Kent Lindquist	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
167	5	 (recalled) Joe i,	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
116	6	 (recalled) Kennard P	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
26	7	 (recalled) Lioyd King	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
94	8	 (visiting) Gerald D.	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
95	9	 (visiting) James K.	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
96	10	 (visiting) Pamela	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
83	11	 A. Benjamin Goldgar	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
188	12	 A. J. McNamara	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
23	13	 Alan C. Kay	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
1	14	 Alan J. Baverman	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
225	15	 Alexander Williams, Jr.	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
103	16	 Allen Sharp	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
189	17	 Alma L, Chasez	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
155	18	 Amul R. Thapar	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
56	19	 Amy J. St. Eve	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
227	20	 Andre M. Davis	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
104	21	 Andrew P. Radovic} Teen ealrew 9 1 201e	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
308	22	 Ann D. Montgomer, .	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
279	23	 Anna Diggs Tayior	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
13	24	 Anthony A, Alaimo	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
119	25	 Anthony J. Metz Ill	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
72	26	 Arlander Keys	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
284	27	 Avern L. Cohn.	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
12	28	 B. Avant Edenfield	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
27	29	 B. Lynn Winmill	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
267	30	 Bernard A.	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
236	31	 Beth P. Gesner	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
81	32	 Bruce W. Black	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
38	33	 Byron G. Cudmore |	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
9	34	 C. Ray Mullins	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
183	35	 Carl J. Barbier	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
139	36	 Carlos Murguia	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
77	37	 Carol A. Doyle	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
226	38	 Catherine C. Blake	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
132	39	 Celeste F Bremer	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
36	40	 Charles H. Evans	Began Service: January 3, 2000	N / A	N / A	N / A	N / A	N / A	Current Memberships: Atlanta Bar Association; Federal Magisteate Judges Association; Georgia Association of Black Women Attorneys; Lawyers Foundation of Georgia Statf Law Clerk Kristen Trulock...........0.00.20.000. 000. (404) 215-1370 Began Service: Septernber 2007 2a Term ‘Expires: September 2009 sie a
