	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
71	0		Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
218	1	 $, Arthur Spiegel, Lo	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
55	2	 (Recalled) Larry M.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
56	3	 (Recalled) Mikel H.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
167	4	 (part-time) Craig M.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
316	5	 (part-time) Victor H.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
127	6	 (recailed) John D.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
157	7	 (recall) Kent Lindquist	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
115	8	 (recalled) Ariander_ ,	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
205	9	 (recalled) Donald W.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
344	10	 (recalled) Jerome J.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
50	11	 (recalled) Lloyd King	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
116	12	 (recalled) Martin C.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
380	13	 (recalled) Walter	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
70	14	 (recalled) William V.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
138	15	 (visiting) Gerald D.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
139	16	 (visiting) James K.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
140	17	 (visiting) Pamela. °:	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
128	18	 (visiting) William V.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
125	19	 A. Benjamin Goldgar	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
254	20	 A. J. McNamara	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
45	21	 Alan C. Kay.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
11	22	 Alan J. Baverman	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
299	23	 Alexander Williams, Jr.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
255	24	 Alma L. Chasez	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
217	25	 Amul R. Thapar	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
84	26	 Amy J. St. Eve	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
151	27	 Andrew P. Rodovich	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
188	28	 Anita L. Shodeen	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
395	29	" Ann D. ). Montgomery"""	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
362	30	 Anna Diggs Taylor	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
168	31	 Anthony J.	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
355	32	 Arthur J. Tarnow	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
366	33	 Avern L. Cohn	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
28	34	 B. Avant Edenfield	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
51	35	 B. Lynn Winmill	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
46	36	 Barry M. Kurren	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
171	37	 Basil H. Lorch Jl -	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
363	38	 Bernard A. Friedman	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
313	39	 Beth P Gesner	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
76	40	 Blanche M. Manning	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
264	41	 Brian Anthony Jackson	Began Service: October 23, 1970	Appointed By: President Richard M. Nixon	N / A	N / A	N / A	N / A	N / A
