	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
10	0		N / A	N / A	N / A	N / A	N / A	N / A	N / A
273	1	 (half-time) Larry 4	 1983	N / A	N / A	N / A	N / A	N / A	N / A
191	2	 (part-time) David L.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
262	3	 (recalled) Alexander	N / A	N / A	N / A	N / A	N / A	N / A	N / A
256	4	 (recalled) Donald	N / A	N / A	N / A	N / A	N / A	N / A	N / A
305	5	 (recalled) Peter R.	 January 1, 1971	N / A	N / A	 Mayor Peter R. Palermo, City of West Miami, Florida (1947-1953); Assistant State Attorney (1950-1953)	 Judge, Florida Municipal Court (1953-1960)	 Senior Parmer, Palermo & Connelly Military Service: United States Army Air Corps (1941-1945)	 Peter T. Fay American Inn of Court, The American Inns of Court; American Judicature Society; Dade County Bar Association; Eleventh Circuit Historical Society; Federal Bar Association; Federal Magistrate Judges Association; Florida Association for Women Lawyets; The Florida Bar; Florida Historical Society; ‘The Justinian Society; League of Municipal Judges
306	6	 (recalled) Robert;	 1996	N / A	N / A	N / A	N / A	N / A	N / A
35	7	 (recalled). Jerry W.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
48	8	 A. Howard Matz	 July 10, 1998	 President William J. Clinton	N / A	 Assistant United States Attorney, Central District of	N / A	N / A	 American Bar Association; Federal Bar Association; Los Angeles County Bar Association; The New York State Bar Association; The State Bar of California
207	9	 AHred Vincent Covello	N / A	N / A	N / A	N / A	N / A	N / A	N / A
284	10	 Adalberto Jordan	 October 1, 1999	 President William J, Clinton	N / A	 Assistant United States Attorney, Southern District of Fy,	N / A	 Litigation Associate, Steel Hector & Davis LLP (1989-1993); Partner, Steel Hector & Davis LLP (1994-1994)	 American Bar Association; The Florida Bar
214	11	 Alan H, W. Shiff	 1981	N / A	N / A	N / A	 Chief Judge, U.S Bankruptcy Court for the District of Connecticut (1981-2000)	 Partner, Shiff, Shiff & Schancupp (1960-1981)	 Connecticut Bar Association 
