	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
78	0		Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
215	1	 (Chairman) John Gilpin	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
57	2	 (part-time) David J.	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
47	3	 (part-time) David W.	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
45	4	 (part-time) Dean Brag.	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
91	5	 (part-time) James K.	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
74	6	 (part-time) James R.	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
90	7	 (part-time) Karen	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
89	8	 (part-time) Robert w,	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
82	9	 (part-time) Theresa M.	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
26	10	 (recalled) John A.	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
46	11	 (recalled) John L.	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
92	12	 (recalled/part-time)	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
71	13	 Aaron E. Goodstein	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
118	14	 Aida M. Delgado-Colén	Began Service: August 2007	N / A	N / A	N / A	N / A	Legal Practice: McKinley, Schmidtlein & Mitchell (1979-1994)	N / A
