	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
6	0		Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
162	1	" ""lana Diamond Rovner"	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
10	2	 (Designate) Harriet	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
352	3	 (part -time) Mary E.	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
351	4	 (part-time) Philip M.	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
353	5	 (part-time) ToFraniés	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
355	6	 (recalled) Herbert A.	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
294	7	 A. Raymond Randolph	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
240	8	 A. Wallace Tashima	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
14	9	 Alan D. Lourie	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
148	10	 Alan E. Nonis cantinued	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
147	11	 Alan E. Norris	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
365	12	 Alfredo C. Marquez	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
129	13	 Alice M. Batchelder’	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
106	14	 Allyson K. Duncan -	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
17	15	 Alvin Anthony Schall	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
71	16	 Amalya L. Kearse	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
204	17	 Andrew J. Kleinfeld	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
165	18	 Ann Claire Williams	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
73	19	 Anthony J. Scirica	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
4	20	 Anthony M. Kennedy	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
3	21	 Antonin Scalia	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
196	22	 Arthur Federman	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
19	23	 Arthur J. Gajarsa	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
228	24	 Arthur L. Alarcon	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
39	25	 Arthur N. Votolato	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
58	26	 Barrington D. Parker, Jr. comtinued	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
57	27	 Barrington D: Parker, Jr.	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
194	28	 Barry 5. Schermer ss	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
207	29	 Barry G. Silverman	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
330	30	 Benjamin	Began Service: October 3, 2005	Appointed By: President George W. Bush	N / A	N / A	N / A	N / A	N / A
