	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
148	0		N / A	N / A	N / A	N / A	N / A	N / A	N / A
143	1	 (part-time) Craig M.	 August 23, 2007	N / A	N / A	N / A	N / A	N / A	N / A
142	2	 (part-time) Michael G.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
253	3	 (part-time) Robert H.	 April 4, 1984	N / A	N / A	 Assistant United States Attorney, Western District of	N / A	 Seale, Smith, Baine & Phelps (1967-1970)	 Louisiana State Bar Association; Shreveport Bar . Association > Stagg Administrative Assistant Debbie Reynolds............. (318) 676-3967 E-mail: Debbie_Reynolds@lawd.uscourts.gov 4 Judicial Yellow Book United States Bankruptcy Court for the Western District of Louisiana US. Courthouse, 300 Fannin Street, Suite 2201, Shreveport, LA 71101 Tel: (318) 676-4267 Tel: (318) 676-4235 (PACER) Tel: (318) 676-4234 (VCIS) Tel: (800) 326-4026 (Toll Free VCIS) Tel: (888) 523-1976 (Toll Free PACER) Internet: wwow.lawb.uscourts.gov Number of Judgeships: 3
282	4	 (part-time) Victor H.	 March 22, 1988	N / A	N / A	N / A	N / A	 Partner, Long, Laws, Hughes & Bahen (1978-1984); Partner, Laws & Laws (7984-1994); Pariner, Laws, Laws & Smith (1995-1997); Partner, Laws & Laws (1997-2002)	 American Bar Association; Maryland State Bar Association, Inc.; Wicomico County Bar Association
132	5	 (recall) Kent Lindquist	 May 1985 & McKinney (1978-1979) Staff Judicial: Chief Bankruptcy Fudge, United States Bankruptcy Court for the Northern District of Indiana (1986-2003) Tel: 317} 229-3600 Staff el: Kad) 228 Judicial Assistant Mary Oberg.......-..-.......2040. (219) 852-3550 E-mail: mary_oberg@innb,uscourts.gov Sarah Evans Barker District Judge Date of Birth: 1943 Education: Indiana 1965 BS; American U 1969 JD 	 President Ronald Reagan	N / A	N / A	 Chief Bankruptcy Fudge, United States Bankruptcy Court for the	N / A	N / A
290	6	 (recalled) E. Stephen	 December 9, 1987	N / A	N / A	N / A	N / A	 Associate, Piper & Marbury LLP (1966-1971); Partner, Piper & Marbury LLP (1973-1987)	 American Bankruptcy Institute; The William Paca - Margaret Brent American Inn of Court, The American Inns of Court; Anne Arundel Bar Association; Bankruptcy Bar Association of the District of Maryland; Maryland State Bar Association, Inc. United States District Court for the District of Massachusetts John Joseph Moakiey U.S. Courthouse, One Courthouse Way, Suite 2300, Boston, MA 02210 Tel: (617) 748-9152 Fax: (617) 748-9096 Internet: www-.mad.uscourts.gov Number of Judgeships: 13 Court 
348	7	 (recalled) Walter	 July 15, 2002	N / A	N / A	N / A	N / A	N / A	 American Bar Association; American Judicature Society; Detroit Bar Association; National Conference of Bankruptcy Judges; State Bar of Michigan
52	8	 (recalled) William V.	 June 20, 2000	N / A	N / A	N / A	N / A	 Kavanagh, Scully, Sudow, White & Frederick (1964-1985)	N / A
198	9	 (recalled} Joe Lee	 September 1, 1961	N / A	N / A	 Counsel, Subcommittee on Children’s Mental Health, United	N / A	N / A	 American Bar Foundation, American Bar Association; American College of Bankruptcy; National Bankruptcy Conference 
114	10	 (visiting) Gerald D.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
115	11	 (visiting) James K.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
116	12	 (visiting) Pamela	N / A	N / A	N / A	N / A	N / A	N / A	N / A
113	13	 (visiting) William V.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
101	14	 A. Benjamin Goldgar	N / A	N / A	N / A	N / A	N / A	N / A	N / A
221	15	 A. J. McNamara	N / A	N / A	N / A	N / A	N / A	N / A	N / A
31	16	 Alan C. Kay	 1987	 President Ronaid Reagan	N / A	N / A	N / A	 Partner, Case, Kay & Laynch (1960-1986) Military Service: United States Marine Corps (1953-1955)	 The Aloha American Inn of Court, The American Tons of Court
268	17	 Alexander Williams, Jr.	 August 17, 1994	 President William J. Clinton	N / A	 Municipal Attorney, Office of the State’s Attorney, County of Prince George’s, Maryland (1975-1987); Assistant Public Defender, Office of the State’s Attorney, County of Prince George’s, Maryland (1977-1978); Staff Attorney, Office of the Public Defender, Prince George’s County, Maryland (1977-1978); Hearing Examiner and Special Counsel ta the Board of Education, Office of Law, County of Prince George’s, Maryland (1978-1987); State’s Attorney, State of Maryland (1987-1994)	 Substitute Juvenile Master, Prince George’s County, Maryland (1976-1977)	 Law Offices of Alexander Williams, Jr. {1974-1986}	N / A
119	18	 Allen Sharp	N / A	N / A	N / A	N / A	N / A	N / A	N / A
228	19	 Alma L. Chasez	 September 18, 1984	N / A	N / A	N / A	N / A	 Sole Practitioner (1972-1980)	N / A
248	20	 Alonzo P. Wilson	 December 17, 1991	N / A	N / A	N / A	N / A	 Private Practice; Associate, Wilson & Walker Law Firm	N / A
69	21	 Amy J. St. Eve	 August 30, 2002	 President George W. Bush	N / A	N / A	N / A	 Associate, Davis Polk & Wardwell (1990-1994)	N / A
270	22	 Andre M. Davis	 August 1995	 President William J, Clinton	N / A	 Appellate Attorney, Civil Rights Division, United States Department of Justice (1980-1981); Assistant United States Attorney, District of Maryland, Office of the United States Attorney, United States Department of Justice (1981-1983}	 Associate Judge, Maryland District Court, Baltimore City (1987-1990); Associate Judge, Circuit Court for Baltimore City (1996-1995)	 Associate, Frank, Bernstein, Conaway & Goldman (1983-1984)	 American Bar Association; Maryland State Bar Association, Inc.; Monumental City Bar Association
126	23	 Andrew P Rodovich	 May 3, 1982	N / A	N / A	 Chief Deputy Prosecutor, State of Indiana (1979-£982)	 Referee, Hammond City Court	 Partner, Hand, Muenich & Rodovich (1973-1978) (219) 852-6555 (219) 852.3609	 Indiana State Bar Association; Lake County Bar Association (IN}
367	24	 Ann D. Montgomery	N / A	N / A	N / A	N / A	N / A	N / A	N / A
332	25	 Anna Diggs Taylor	N / A	N / A	N / A	N / A	N / A	N / A	N / A
19	26	 Anthony A. Alaimo	 1971	 President Richard M. Nixon	N / A	N / A	N / A	 Associate, Reuben A. Garland Law Office (1949-1951): Private Practice (1956-1957); Partner, Highsmith, Highsmith, Alatmo & . Knox (1957-1961); Private Practice (1961-1963), Partner, Cowart, Sapp, Alaimo & Gale (1963-1967); Partner, Alaimo, Taylor & Bishop Military Service: United States Army Air Corps (1942-1946)	 American Association of Justice; Brunswick Bar Association; Eleventh Circuit District Judges Association; Federal Judges Association; International Academy of Trial Lawyers; State Bar of Georgia
146	27	 Anthony J. Metz I	 November 14, 1997	N / A	N / A	 Deputy Attorney General, State of Indiana (1972-1976); Commissioner, Circuit Court, Marion County Courts, City of Indianapolis, Indiana (1979-1984)	 Judge, Marion County Superior Court (1985-1997)	 Private Practice (1976-1984)	 Indianapolis Bar Association; National Conference of Bankniptcy Judges
85	28	 Arlander Keys	 February 21, 1995	N / A	N / A	 Trial Attorney, National Labor Relations Board (1975-1980); Regional Attorney, Chicago (IL) Regional Office, United States Federal Labor Relations Authority (1980-1986)	 Administrative Law Judge, Office of Hearings and Appeals, Social	N / A	 American Bar Association; The Chicago Bar Association; Cook County Bar Association; Federal Bar Association; Illinois Judicial Council
377	29	 Arthur J. Boylan	 November 1, 1996	N / A	N / A	N / A	 Judge, Minnesota District Court (1986-1996)	 Hulstrand, Anderson, Larson & Boyian (1976-1986)	 Federal Bar Association; Federal Magistrate Judges Association; Minnesota State Bar Association
324	30	 Arthur J. Tarnow	N / A	N / A	N / A	N / A	N / A	N / A	N / A
336	31	 Avern L. Cohn	 October 9, 1979	 President Fmmy Carter	N / A	 Associate, Social Welfare Commission, State of Michigan;	N / A	 Partner, Irwin I. Cobn {1949-1961}; Partner, Honigman Miller Schwartz and Cohn LLP (1961-1979) Military Service: United States Army (1943-1946)	 American Bar Association; American Judicature Society; The American Law Institute; Detroit Bar Association; Federal Bar Association; Federal Circuit Bar Association; State Bar of Michigan FEDERAL COURTS-—UNITED STATES DISTRICT COURTS
18	32	 B. Avant Edenfield	 1978	 President Jimmy Carter	N / A	N / A	N / A	 Private Practice (1958-1965); Partner, Allen, Edenfield, Brown & Wright (1965-1978) Military Service: United States Army (1957-1963); Georgia National Guard (1957-1963)	 Bulloch County Bar Association; The Federalist Society for Law and Public Policy Studies; Ogeechee Circuit Bar Association; Savannah Bar Association; State Bar of Georgia
37	33	 B. Lynn Winmill	 August 16, 1995	 President William J. Clinton	N / A		 Judge, Idaho District Court, Sixth Judicial District (1987-1995)	 Attorney, Holland & Hart LLP; Burnett & Winmill; Manning, Holmes & Winmill; Trial Lawyer, Hawley Troxell Ennis & Hawley LLP	 Idaho State Bar and Idaho Law Foundation, inc. Statt Career Law Clerk David L. Metealf.................., (208} 334-9025 Education: UCLA 1979 JD Capital Case Law Clerk Craig Durham...... Bossman aa Bed (208) 334-9156 ADR Administrator/Pro Se 
32	34	 Barry M. Kurren	 March 1992	N / A	N / A	N / A	 Judge, Hawaii First Circuit District Court (1991-1992)	 Goodsill Anderson Quinn & Stifel (1978-1980); Burke, Sakai, McPheeters, Bordner & Gilardy (1980-1991)	 American Bar Association; The American Inns of Court; American Judicature Society; Federal Magistrate Judges Association; Hawaii State Bar Association
144	35	 Basil H. Lorch Ill	 April i4, 1992	N / A	N / A	 Public Defender, Criminal Court, Floyd County, Indiana	N / A	 Managing Partner, Lorch & Naville ,	 American College of Bankruptcy; Floyd County Bar; National Conference of Bankruptcy Judges
