	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
228	0	 (part- time) William S.	 January 1, 1979	N / A	N / A	 Chief Deputy Clerk, United States District Court for the -	N / A	N / A	N / A
111	1	 (part-time) Jordan D.	 May 1979	N / A	N / A	N / A	N / A	 Lewis & Lewis (1959-1 997) Military Service: United States Army (1952-1955).	 Federal Magistrate Judges’ Association; Indiana State Bar Association; Seventh Circuit Bar Association . United States Bankruptcy Court for the Southern District of indiana 116 U.S. Courthouse, 46 East Ohio Street, Indianapolis, IN 46204 - BO. Box 44978, Indianapolis, IN 46244 Ted: (317) 229-3800 Tel: (317) 229-3888 (Voice Case Info System (VCIS)) Fax: (317) 229-3801 Internet: www.insb.uscourts.gov Number of Judgeships: 4
218	2	 (part-time) Robert H.	 April 4, 1984	N / A	N / A	 Assistant United States Attorney, Western District of	N / A	 Seale; Smith, Baine & Phelps (1967- 1970)	 Louisiana Bar Association; Shreveport Bar Association 
252	3	 (part-time) Victor H.	 March 22, 1988	N / A	N / A	N / A	N / A	 Partner, Long, Laws, Hughes & Bahen (1978-1984); Partner, Laws & Laws (1984-1994); Partner, Laws, Laws & Smith (1995-1997); Partner, Laws & Laws (1997-2002)	 American Bar Association; Maryland State Bar; Wicomico County Bar Association = 
100	4	 (recall) Kent Lindquist	 May 1985	N / A	N / A	N / A	 Chief Bankruptcy Judge, United States Bankruptcy Court for the	N / A	N / A
157	5	 (recalled) Joe Lee	 September 1, 196i	N / A	N / A	 Counsel, Subcommittee on Children’s Mental Health, United	N / A	N / A	 National Bankruptcy Conference; American Bar Foundation; American College of Bankruptcy
73	6	 (recalled) John D.	 February 3, 2003	N / A	N / A	 Assistant Attorney General, Civil Appeals Division, Office of Began Service: November 2, 1984	N / A	 Keck, Mahin & Cate (1982-1995) Nonprofit: President, Appellate Lawyers Association of Illinois (2001-2002)	 American Bankruptcy Institute; American Bar Association; Appellate Lawyers Association of Illinois; Chicago Bar Association; Illinois State Bar Association; National Conference of Banlcuptey Judges; 7th Circuit Bar Association - Government: Assistant United States Attorney, Northern District of Illinois, United States Attorney’s Office, United States Department of Justice (1952-1954); Master-In-Chancery, Circuit Court, County of Cook, Hints (1963) ’ Legal Practice: Private Practice 
110	7	 (recalled) John P.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
109	8	 (recalled) Kennard P.	 May 16, 1986	N / A	N / A	 Special Agent, Federal Bureau of Investigation, United States	N / A	 Jones, Foster & Loveail (1971-1976)	 Federal Bar Association; Johnson County Bar Association
19	9	 (recalled) Larry	N / A	N / A	N / A	N / A	N / A	N / A	N / A
303	10	 (recalled) Walter	N / A	N / A	N / A	N / A	N / A	N / A	 American Bar Association; American Judicature Society; Detroit Bar Association; Michigan State Bar; National Conference of Bankruptcy Judges -
18	11	 (recalled) William Vv.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
85	12	 (visiting) Gerald D,	 August 19, 1987	N / A	N / A	N / A	 Bankruptcy Judge, United States Bankruptcy Court for the Central District of Illinois (1987-2000)	 Giffin, Winning, Linder, Cohen & Badewes Military Service: United States Army (1958-1960)	 District of Columbia Bar, Illinois Bar Association; . Kentucky Bar Association 
74	13	 (visiting) William V.	N / A	N / A	N / A	N / A	 Bankruptcy Fudge (visiting), United States Bankruptcy Court for the Northern District of Indiana; Bankruptcy Fudge (recall), United States District Court for the Norther District of Iiinois (2000-2003)	 Kavanagh, Scully, Sudow, White & Frederick (1964-1985)	N / A
72	14	 A. Benjamin Goldgar E-mail: sylvia_stallworth@ilnb-uscourts.gov	N / A	N / A	N / A	N / A	N / A	N / A	N / A
185	15	 A. J. McNamara	 June 25, 1982	 President Ronald Reagan	N / A	 State Representative A. J. McNamara (R-LA), Louisiana	N / A	 Private practice (1968-1972); Monton, Roy, Carmouche, Hailey, Bivins & McNamara (1972-1978); Hailey, McNamata, McNamara & Hail (1978-1982) Military Service: United States Navy (1959-1962)	 American Bar Association
182	16	 Adrian G. Duplantier	 1978	 President Jimmy Carter	N / A	 First Assistant District Attorney, Office of the District Attorney, Orleans Parish, Louisiana, Dwight D: Eisenhower Administration (1954-1956); State Senator Adrian G. Duplantier (R-LA), Lousiana State Senate (1960-1974)	 judge, Louisiana Civil District Court (1974-1978)	 Private Practice (1950-1953); Rivet & Blum (1956- Lt	N / A
