	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
396	0		Began Service: April 17, 1987	N / A	N / A	Government: Assistant District Attorney, Office of the District Attorney, State of Oklahoma (1976-1979)	Judicial: Judge, Norman Municipal Court (1984-1987)	Legal Practice: General Counsel, Oklahoma Bar Association (1979-1981); Associate, Lisle & Durbin (1981-1983); Partner, Welch & Argo (1983-1985); Partner, Bailey, Welch, Argo & Lillard (1986-1987) Military Service: United States Air Force (1969-1973); United States Air Force Reserve (1973-1997)	Current Memberships: American Bar Association; The William J, Holloway, Jr. American Inn of Court, The American Inns of Court; Cleveland County Bar Association; Federal Magistrate Judges Association; Oklahoma Bar Association; Oklahoma County Bar Association; Order of the Coif; The International Legal Fraternity of Phi Delta Phi Staff Law Clerk Joan Curran... 0.0.02. 202..0202020 eee ee (405) 609-5220 Education: William & Mary 1994 JD . Law Clerk Sharon O’Roke................ 05-0 ecu ee +, (405) 07-8200 E-mail: Sharon_ORcke@okwd.uscourts.gov Education: Oklahoma 1984 JD Administiative Assistant Marcia Davis’......)......... (405) 609-5220
71	1	 (Recaited} Peter B.	Began Service: April 17, 1987	N / A	N / A	Government: Assistant District Attorney, Office of the District Attorney, State of Oklahoma (1976-1979)	Judicial: Judge, Norman Municipal Court (1984-1987)	Legal Practice: General Counsel, Oklahoma Bar Association (1979-1981); Associate, Lisle & Durbin (1981-1983); Partner, Welch & Argo (1983-1985); Partner, Bailey, Welch, Argo & Lillard (1986-1987) Military Service: United States Air Force (1969-1973); United States Air Force Reserve (1973-1997)	Current Memberships: American Bar Association; The William J, Holloway, Jr. American Inn of Court, The American Inns of Court; Cleveland County Bar Association; Federal Magistrate Judges Association; Oklahoma Bar Association; Oklahoma County Bar Association; Order of the Coif; The International Legal Fraternity of Phi Delta Phi Staff Law Clerk Joan Curran... 0.0.02. 202..0202020 eee ee (405) 609-5220 Education: William & Mary 1994 JD . Law Clerk Sharon O’Roke................ 05-0 ecu ee +, (405) 07-8200 E-mail: Sharon_ORcke@okwd.uscourts.gov Education: Oklahoma 1984 JD Administiative Assistant Marcia Davis’......)......... (405) 609-5220
70	2	 (Recalled) Arnold C.	Began Service: April 17, 1987	N / A	N / A	Government: Assistant District Attorney, Office of the District Attorney, State of Oklahoma (1976-1979)	Judicial: Judge, Norman Municipal Court (1984-1987)	Legal Practice: General Counsel, Oklahoma Bar Association (1979-1981); Associate, Lisle & Durbin (1981-1983); Partner, Welch & Argo (1983-1985); Partner, Bailey, Welch, Argo & Lillard (1986-1987) Military Service: United States Air Force (1969-1973); United States Air Force Reserve (1973-1997)	Current Memberships: American Bar Association; The William J, Holloway, Jr. American Inn of Court, The American Inns of Court; Cleveland County Bar Association; Federal Magistrate Judges Association; Oklahoma Bar Association; Oklahoma County Bar Association; Order of the Coif; The International Legal Fraternity of Phi Delta Phi Staff Law Clerk Joan Curran... 0.0.02. 202..0202020 eee ee (405) 609-5220 Education: William & Mary 1994 JD . Law Clerk Sharon O’Roke................ 05-0 ecu ee +, (405) 07-8200 E-mail: Sharon_ORcke@okwd.uscourts.gov Education: Oklahoma 1984 JD Administiative Assistant Marcia Davis’......)......... (405) 609-5220
201	3	 (Recalled) Joe B.	Began Service: April 17, 1987	N / A	N / A	Government: Assistant District Attorney, Office of the District Attorney, State of Oklahoma (1976-1979)	Judicial: Judge, Norman Municipal Court (1984-1987)	Legal Practice: General Counsel, Oklahoma Bar Association (1979-1981); Associate, Lisle & Durbin (1981-1983); Partner, Welch & Argo (1983-1985); Partner, Bailey, Welch, Argo & Lillard (1986-1987) Military Service: United States Air Force (1969-1973); United States Air Force Reserve (1973-1997)	Current Memberships: American Bar Association; The William J, Holloway, Jr. American Inn of Court, The American Inns of Court; Cleveland County Bar Association; Federal Magistrate Judges Association; Oklahoma Bar Association; Oklahoma County Bar Association; Order of the Coif; The International Legal Fraternity of Phi Delta Phi Staff Law Clerk Joan Curran... 0.0.02. 202..0202020 eee ee (405) 609-5220 Education: William & Mary 1994 JD . Law Clerk Sharon O’Roke................ 05-0 ecu ee +, (405) 07-8200 E-mail: Sharon_ORcke@okwd.uscourts.gov Education: Oklahoma 1984 JD Administiative Assistant Marcia Davis’......)......... (405) 609-5220
69	4	 (Recalled) M. Faith	Began Service: April 17, 1987	N / A	N / A	Government: Assistant District Attorney, Office of the District Attorney, State of Oklahoma (1976-1979)	Judicial: Judge, Norman Municipal Court (1984-1987)	Legal Practice: General Counsel, Oklahoma Bar Association (1979-1981); Associate, Lisle & Durbin (1981-1983); Partner, Welch & Argo (1983-1985); Partner, Bailey, Welch, Argo & Lillard (1986-1987) Military Service: United States Air Force (1969-1973); United States Air Force Reserve (1973-1997)	Current Memberships: American Bar Association; The William J, Holloway, Jr. American Inn of Court, The American Inns of Court; Cleveland County Bar Association; Federal Magistrate Judges Association; Oklahoma Bar Association; Oklahoma County Bar Association; Order of the Coif; The International Legal Fraternity of Phi Delta Phi Staff Law Clerk Joan Curran... 0.0.02. 202..0202020 eee ee (405) 609-5220 Education: William & Mary 1994 JD . Law Clerk Sharon O’Roke................ 05-0 ecu ee +, (405) 07-8200 E-mail: Sharon_ORcke@okwd.uscourts.gov Education: Oklahoma 1984 JD Administiative Assistant Marcia Davis’......)......... (405) 609-5220
173	5	 (half-time) Mark A.	Began Service: April 17, 1987	N / A	N / A	Government: Assistant District Attorney, Office of the District Attorney, State of Oklahoma (1976-1979)	Judicial: Judge, Norman Municipal Court (1984-1987)	Legal Practice: General Counsel, Oklahoma Bar Association (1979-1981); Associate, Lisle & Durbin (1981-1983); Partner, Welch & Argo (1983-1985); Partner, Bailey, Welch, Argo & Lillard (1986-1987) Military Service: United States Air Force (1969-1973); United States Air Force Reserve (1973-1997)	Current Memberships: American Bar Association; The William J, Holloway, Jr. American Inn of Court, The American Inns of Court; Cleveland County Bar Association; Federal Magistrate Judges Association; Oklahoma Bar Association; Oklahoma County Bar Association; Order of the Coif; The International Legal Fraternity of Phi Delta Phi Staff Law Clerk Joan Curran... 0.0.02. 202..0202020 eee ee (405) 609-5220 Education: William & Mary 1994 JD . Law Clerk Sharon O’Roke................ 05-0 ecu ee +, (405) 07-8200 E-mail: Sharon_ORcke@okwd.uscourts.gov Education: Oklahoma 1984 JD Administiative Assistant Marcia Davis’......)......... (405) 609-5220
172	6	 (half-time) Marshall P.	Began Service: April 17, 1987	N / A	N / A	Government: Assistant District Attorney, Office of the District Attorney, State of Oklahoma (1976-1979)	Judicial: Judge, Norman Municipal Court (1984-1987)	Legal Practice: General Counsel, Oklahoma Bar Association (1979-1981); Associate, Lisle & Durbin (1981-1983); Partner, Welch & Argo (1983-1985); Partner, Bailey, Welch, Argo & Lillard (1986-1987) Military Service: United States Air Force (1969-1973); United States Air Force Reserve (1973-1997)	Current Memberships: American Bar Association; The William J, Holloway, Jr. American Inn of Court, The American Inns of Court; Cleveland County Bar Association; Federal Magistrate Judges Association; Oklahoma Bar Association; Oklahoma County Bar Association; Order of the Coif; The International Legal Fraternity of Phi Delta Phi Staff Law Clerk Joan Curran... 0.0.02. 202..0202020 eee ee (405) 609-5220 Education: William & Mary 1994 JD . Law Clerk Sharon O’Roke................ 05-0 ecu ee +, (405) 07-8200 E-mail: Sharon_ORcke@okwd.uscourts.gov Education: Oklahoma 1984 JD Administiative Assistant Marcia Davis’......)......... (405) 609-5220
429	7	 (part-time) Dean Brett	Began Service: April 17, 1987	N / A	N / A	Government: Assistant District Attorney, Office of the District Attorney, State of Oklahoma (1976-1979)	Judicial: Judge, Norman Municipal Court (1984-1987)	Legal Practice: General Counsel, Oklahoma Bar Association (1979-1981); Associate, Lisle & Durbin (1981-1983); Partner, Welch & Argo (1983-1985); Partner, Bailey, Welch, Argo & Lillard (1986-1987) Military Service: United States Air Force (1969-1973); United States Air Force Reserve (1973-1997)	Current Memberships: American Bar Association; The William J, Holloway, Jr. American Inn of Court, The American Inns of Court; Cleveland County Bar Association; Federal Magistrate Judges Association; Oklahoma Bar Association; Oklahoma County Bar Association; Order of the Coif; The International Legal Fraternity of Phi Delta Phi Staff Law Clerk Joan Curran... 0.0.02. 202..0202020 eee ee (405) 609-5220 Education: William & Mary 1994 JD . Law Clerk Sharon O’Roke................ 05-0 ecu ee +, (405) 07-8200 E-mail: Sharon_ORcke@okwd.uscourts.gov Education: Oklahoma 1984 JD Administiative Assistant Marcia Davis’......)......... (405) 609-5220
123	8	 (part-time) Keith A	Began Service: April 17, 1987	N / A	N / A	Government: Assistant District Attorney, Office of the District Attorney, State of Oklahoma (1976-1979)	Judicial: Judge, Norman Municipal Court (1984-1987)	Legal Practice: General Counsel, Oklahoma Bar Association (1979-1981); Associate, Lisle & Durbin (1981-1983); Partner, Welch & Argo (1983-1985); Partner, Bailey, Welch, Argo & Lillard (1986-1987) Military Service: United States Air Force (1969-1973); United States Air Force Reserve (1973-1997)	Current Memberships: American Bar Association; The William J, Holloway, Jr. American Inn of Court, The American Inns of Court; Cleveland County Bar Association; Federal Magistrate Judges Association; Oklahoma Bar Association; Oklahoma County Bar Association; Order of the Coif; The International Legal Fraternity of Phi Delta Phi Staff Law Clerk Joan Curran... 0.0.02. 202..0202020 eee ee (405) 609-5220 Education: William & Mary 1994 JD . Law Clerk Sharon O’Roke................ 05-0 ecu ee +, (405) 07-8200 E-mail: Sharon_ORcke@okwd.uscourts.gov Education: Oklahoma 1984 JD Administiative Assistant Marcia Davis’......)......... (405) 609-5220
174	9	 (part-time) Myles	Began Service: April 17, 1987	N / A	N / A	Government: Assistant District Attorney, Office of the District Attorney, State of Oklahoma (1976-1979)	Judicial: Judge, Norman Municipal Court (1984-1987)	Legal Practice: General Counsel, Oklahoma Bar Association (1979-1981); Associate, Lisle & Durbin (1981-1983); Partner, Welch & Argo (1983-1985); Partner, Bailey, Welch, Argo & Lillard (1986-1987) Military Service: United States Air Force (1969-1973); United States Air Force Reserve (1973-1997)	Current Memberships: American Bar Association; The William J, Holloway, Jr. American Inn of Court, The American Inns of Court; Cleveland County Bar Association; Federal Magistrate Judges Association; Oklahoma Bar Association; Oklahoma County Bar Association; Order of the Coif; The International Legal Fraternity of Phi Delta Phi Staff Law Clerk Joan Curran... 0.0.02. 202..0202020 eee ee (405) 609-5220 Education: William & Mary 1994 JD . Law Clerk Sharon O’Roke................ 05-0 ecu ee +, (405) 07-8200 E-mail: Sharon_ORcke@okwd.uscourts.gov Education: Oklahoma 1984 JD Administiative Assistant Marcia Davis’......)......... (405) 609-5220
