	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
85	0		Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
322	1	 (half-time) Larry f A.”	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
99	2	 (part-time) Rita C.	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
227	3	 (part-time} Gudrun J.	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
310	4	 (recalled) Alexander	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
146	5	 (recalled) David E.	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
360	6	 (recalled) Peter R.	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
361	7	 (recalled) Robert L.	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
36	8	 (recalled} James G.	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
43	9	 (recalled} James a:	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
230	10	 A. Bruce Campbell	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
51	11	 A. Howard Matz	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
364	12	 A. Jay Cristo!	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
334	13	 Adalberto Jordan	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
243	14	 Alan H. Nevas	Began Service: December 2000	Appointed By: President William J. Clinton	N / A	Government: Assistant District Attomey, Office of the District Attorney,	N / A	N / A	N / A
