	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
100	0	 (Recalled) Arnold C.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
216	1	 (Recalled) Joe B.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
101	2	 (Recalled) Peter B.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
192	3	 (Recalted) Irvin N.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
190	4	 (half-time) Mark A.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
147	5	 (part-time) Keith A.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
262	6	 (part-time) Robert K.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
339	7	 (part-time) Robert T.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
49	8	 (part-time) Shon T.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
129	9	 (part-time) William H.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
191	10	 (part-time} Myles	N / A	N / A	N / A	N / A	N / A	N / A	N / A
181	11	 (part-time} Robert L.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
155	12	 (recalled) Bernard	N / A	N / A	N / A	N / A	N / A	N / A	N / A
19	13	 (recalled) Burton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
20	14	 (recalled) Donald E.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
225	15	 (recalled) James H.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
50	16	 (recalled) Ronald 1.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
366	17	 (recalled) William T.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
158	18	 (recalled} Jacob Hagopian	N / A	N / A	N / A	N / A	N / A	N / A	N / A
293	19	 Adriana Arce-Flores	N / A	N / A	N / A	N / A	N / A	N / A	N / A
142	20	 Alan N. Bloch	N / A	N / A	N / A	N / A	N / A	N / A	N / A
67	21	 Albert E. Radcliffe	N / A	N / A	N / A	N / A	N / A	N / A	N / A
210	22	 Aleta Arthur Trauger	N / A	N / A	N / A	N / A	N / A	N / A	N / A
307	23	 Alia M. Ludlum	N / A	N / A	N / A	N / A	N / A	N / A	N / A
145	24	 Amy Reynolds Hay	N / A	N / A	N / A	N / A	N / A	N / A	N / A
53	25	 Ancer Lee Haggerty	N / A	N / A	N / A	N / A	N / A	N / A	N / A
186	26	 Andrew W. Bogue	N / A	N / A	N / A	N / A	N / A	N / A	N / A
75	27	 Anita B. Brody	N / A	N / A	N / A	N / A	N / A	N / A	N / A
55	28	 Ann L. Aiken	N / A	N / A	N / A	N / A	N / A	N / A	N / A
57	29	 Anna J. Brown	N / A	N / A	N / A	N / A	N / A	N / A	N / A
162	30	 Arthur N. Votolato	N / A	N / A	N / A	N / A	N / A	N / A	N / A
291	31	 B. Janice Ellington	N / A	N / A	N / A	N / A	N / A	N / A	N / A
45	32	 Bana Roberts	N / A	N / A	N / A	N / A	N / A	N / A	N / A
263	33	 Barbara J.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
250	34	 Barbara M. G. Lynn	N / A	N / A	N / A	N / A	N / A	N / A	N / A
253	35	 Barefoot Sanders	N / A	N / A	N / A	N / A	N / A	N / A	N / A
361	36	 Barry R. Poretz	N / A	N / A	N / A	N / A	N / A	N / A	N / A
78	37	 Berle M, Schiller	N / A	N / A	N / A	N / A	N / A	N / A	N / A
221	38	 Bernice B. Donald	N / A	N / A	N / A	N / A	N / A	N / A	N / A
242	39	 Bill Parker	N / A	N / A	N / A	N / A	N / A	N / A	N / A
243	40	 Brenda T. Rhoades	N / A	N / A	N / A	N / A	N / A	N / A	N / A
177	41	 Bristow Marchant	N / A	N / A	N / A	N / A	N / A	N / A	N / A
337	42	 Brooke C. Wells	N / A	N / A	N / A	N / A	N / A	N / A	N / A
179	43	 Bruce H. Hendricks	N / A	N / A	N / A	N / A	N / A	N / A	N / A
110	44	 Bruce I. Fox	N / A	N / A	N / A	N / A	N / A	N / A	N / A
76	45	 Bruce W. Kauffman	N / A	N / A	N / A	N / A	N / A	N / A	N / A
203	46	 C. Clifford Shirley, ),.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
17	47	 C. Kathryn Preston	N / A	N / A	N / A	N / A	N / A	N / A	N / A
285	48	 Calvin Botley	N / A	N / A	N / A	N / A	N / A	N / A	N / A
103	49	 Carol Sandra Moore	N / A	N / A	N / A	N / A	N / A	N / A	N / A
238	50	 Caroline M. Craven	N / A	N / A	N / A	N / A	N / A	N / A	N / A
185	51	 Charles B. Kornmann	N / A	N / A	N / A	N / A	N / A	N / A	N / A
259	52	 Charles Bleil	N / A	N / A	N / A	N / A	N / A	N / A	N / A
244	53	 Charles Everingham	N / A	N / A	N / A	N / A	N / A	N / A	N / A
13	54	 Charles M. Caldwell	N / A	N / A	N / A	N / A	N / A	N / A	N / A
193	55	 Charlies L. Nail, Jr.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
118	56	 Christopher C. Conner	N / A	N / A	N / A	N / A	N / A	N / A	N / A
28	57	 Claire V. Eagan	N / A	N / A	N / A	N / A	N / A	N / A	N / A
358	58	 Claude M. Hilton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
257	59	 Clinton E. Averitte	N / A	N / A	N / A	N / A	N / A	N / A	N / A
345	60	 Colleen A. Brown	N / A	N / A	N / A	N / A	N / A	N / A	N / A
194	61	 Curtis L. Collier	N / A	N / A	N / A	N / A	N / A	N / A	N / A
81	62	 Cynthia M. Rufe	N / A	N / A	N / A	N / A	N / A	N / A	N / A
330	63	 Dale A. Kimball	N / A	N / A	N / A	N / A	N / A	N / A	N / A
34	64	 Dana L. Rasure.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
305	65	 David Briones	N / A	N / A	N / A	N / A	N / A	N / A	N / A
163	66	 David C. Norton	N / A	N / A	N / A	N / A	N / A	N / A	N / A
283	67	 David Hittner	N / A	N / A	N / A	N / A	N / A	N / A	N / A
333	68	 David K. Winder	N / A	N / A	N / A	N / A	N / A	N / A	N / A
160	69	 David L. Martin	N / A	N / A	N / A	N / A	N / A	N / A	N / A
38	70	 David L. Russell	N / A	N / A	N / A	N / A	N / A	N / A	N / A
336	71	 David Nuffer	N / A	N / A	N / A	N / A	N / A	N / A	N / A
182	72	 David R. Duncan	N / A	N / A	N / A	N / A	N / A	N / A	N / A
107	73	 David R. Strawhbridge	N / A	N / A	N / A	N / A	N / A	N / A	N / A
226	74	 David S.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
136	75	 David Stewart Cercone	N / A	N / A	N / A	N / A	N / A	N / A	N / A
315	76	 Dennis G. Green	N / A	N / A	N / A	N / A	N / A	N / A	N / A
201	77	 Dennis H. Inman	N / A	N / A	N / A	N / A	N / A	N / A	N / A
64	78	 Dennis J. Hubel	N / A	N / A	N / A	N / A	N / A	N / A	N / A
265	79	 Dennis Michael Lyny	N / A	N / A	N / A	N / A	N / A	N / A	N / A
364	80	 Dennis W. Dohnal	N / A	N / A	N / A	N / A	N / A	N / A	N / A
295	81	 Diana Saldaiia	N / A	N / A	N / A	N / A	N / A	N / A	N / A
239	82	 Don D. Bush	N / A	N / A	N / A	N / A	N / A	N / A	N / A
61	83	 Donald C.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
90	84	 Donald W. VanArtsdalen	N / A	N / A	N / A	N / A	N / A	N / A	N / A
132	85	 Donetta W. Ambrose	N / A	N / A	N / A	N / A	N / A	N / A	N / A
290	86	 Dorina Ramos	N / A	N / A	N / A	N / A	N / A	N / A	N / A
367	87	 Douglas O.	N / A	N / A	N / A	N / A	N / A	N / A	N / A
44	88	 Doyle W. Argo	N / A	N / A	N / A	N / A	N / A	N / A	N / A
314	89	 Durwood Edwards	N / A	N / A	N / A	N / A	N / A	N / A	N / A
215	90	 E. Clifton Knowles	N / A	N / A	N / A	N / A	N / A	N / A	N / A
