	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
188	0	 $. Thomas Anderson	Began Service: April 16, 1987 .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Clark, Marsh, Lindauer & McClinton (and predecessor firms} (1958-1987) Military Service: United States Army (1946-1947)	Current Memberships: American Bar Association; American College of Trial Lawyers; Oregon Bar Association Staff toe Law Clerk Michael J. Francis... ........0..2.....0.5. (503) 326-8360 Education; Colorado 1976 BA; Willamette 1979 7D Law Clerk Kimberly Griffith .......... eee eee Lees (303) 326-8360 Education: Lewis & Clark 2004 ID; Willamette 1997 BA
51	1	 (Recalled) Arnold C.	Began Service: April 16, 1987 .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Clark, Marsh, Lindauer & McClinton (and predecessor firms} (1958-1987) Military Service: United States Army (1946-1947)	Current Memberships: American Bar Association; American College of Trial Lawyers; Oregon Bar Association Staff toe Law Clerk Michael J. Francis... ........0..2.....0.5. (503) 326-8360 Education; Colorado 1976 BA; Willamette 1979 7D Law Clerk Kimberly Griffith .......... eee eee Lees (303) 326-8360 Education: Lewis & Clark 2004 ID; Willamette 1997 BA
151	2	 (Recalled) Irvin N.	Began Service: April 16, 1987 .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Clark, Marsh, Lindauer & McClinton (and predecessor firms} (1958-1987) Military Service: United States Army (1946-1947)	Current Memberships: American Bar Association; American College of Trial Lawyers; Oregon Bar Association Staff toe Law Clerk Michael J. Francis... ........0..2.....0.5. (503) 326-8360 Education; Colorado 1976 BA; Willamette 1979 7D Law Clerk Kimberly Griffith .......... eee eee Lees (303) 326-8360 Education: Lewis & Clark 2004 ID; Willamette 1997 BA
177	3	 (Recalled) Joe B.	Began Service: April 16, 1987 .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Clark, Marsh, Lindauer & McClinton (and predecessor firms} (1958-1987) Military Service: United States Army (1946-1947)	Current Memberships: American Bar Association; American College of Trial Lawyers; Oregon Bar Association Staff toe Law Clerk Michael J. Francis... ........0..2.....0.5. (503) 326-8360 Education; Colorado 1976 BA; Willamette 1979 7D Law Clerk Kimberly Griffith .......... eee eee Lees (303) 326-8360 Education: Lewis & Clark 2004 ID; Willamette 1997 BA
50	4	 (Recalled) M. Faith	Began Service: April 16, 1987 .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Clark, Marsh, Lindauer & McClinton (and predecessor firms} (1958-1987) Military Service: United States Army (1946-1947)	Current Memberships: American Bar Association; American College of Trial Lawyers; Oregon Bar Association Staff toe Law Clerk Michael J. Francis... ........0..2.....0.5. (503) 326-8360 Education; Colorado 1976 BA; Willamette 1979 7D Law Clerk Kimberly Griffith .......... eee eee Lees (303) 326-8360 Education: Lewis & Clark 2004 ID; Willamette 1997 BA
52	5	 (Recalled) Peter B.	Began Service: April 16, 1987 .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Clark, Marsh, Lindauer & McClinton (and predecessor firms} (1958-1987) Military Service: United States Army (1946-1947)	Current Memberships: American Bar Association; American College of Trial Lawyers; Oregon Bar Association Staff toe Law Clerk Michael J. Francis... ........0..2.....0.5. (503) 326-8360 Education; Colorado 1976 BA; Willamette 1979 7D Law Clerk Kimberly Griffith .......... eee eee Lees (303) 326-8360 Education: Lewis & Clark 2004 ID; Willamette 1997 BA
149	6	 (half-time) Mark A.	Began Service: April 16, 1987 .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Clark, Marsh, Lindauer & McClinton (and predecessor firms} (1958-1987) Military Service: United States Army (1946-1947)	Current Memberships: American Bar Association; American College of Trial Lawyers; Oregon Bar Association Staff toe Law Clerk Michael J. Francis... ........0..2.....0.5. (503) 326-8360 Education; Colorado 1976 BA; Willamette 1979 7D Law Clerk Kimberly Griffith .......... eee eee Lees (303) 326-8360 Education: Lewis & Clark 2004 ID; Willamette 1997 BA
148	7	 (half-time) Marshall P.	Began Service: April 16, 1987 .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Clark, Marsh, Lindauer & McClinton (and predecessor firms} (1958-1987) Military Service: United States Army (1946-1947)	Current Memberships: American Bar Association; American College of Trial Lawyers; Oregon Bar Association Staff toe Law Clerk Michael J. Francis... ........0..2.....0.5. (503) 326-8360 Education; Colorado 1976 BA; Willamette 1979 7D Law Clerk Kimberly Griffith .......... eee eee Lees (303) 326-8360 Education: Lewis & Clark 2004 ID; Willamette 1997 BA
417	8	 (part-time) David J.	Began Service: April 16, 1987 .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Clark, Marsh, Lindauer & McClinton (and predecessor firms} (1958-1987) Military Service: United States Army (1946-1947)	Current Memberships: American Bar Association; American College of Trial Lawyers; Oregon Bar Association Staff toe Law Clerk Michael J. Francis... ........0..2.....0.5. (503) 326-8360 Education; Colorado 1976 BA; Willamette 1979 7D Law Clerk Kimberly Griffith .......... eee eee Lees (303) 326-8360 Education: Lewis & Clark 2004 ID; Willamette 1997 BA
322	9	 (part-time) EF Bennion	Began Service: April 16, 1987 .	Appointed By: President Ronald Reagan	N / A	N / A	N / A	Legal Practice: Partner, Clark, Marsh, Lindauer & McClinton (and predecessor firms} (1958-1987) Military Service: United States Army (1946-1947)	Current Memberships: American Bar Association; American College of Trial Lawyers; Oregon Bar Association Staff toe Law Clerk Michael J. Francis... ........0..2.....0.5. (503) 326-8360 Education; Colorado 1976 BA; Willamette 1979 7D Law Clerk Kimberly Griffith .......... eee eee Lees (303) 326-8360 Education: Lewis & Clark 2004 ID; Willamette 1997 BA
