	id	Judge	Education:	Began Service:	Appointed By:	Circuit Assignment:	Government:	Judicial:	Legal Practice:
315	0	 (part-time) Mary E.	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
314	1	 (part-time) Philip M.	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
316	2	 (part-time) Terrance	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
313	3	 (part-time} Matthew D.	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
318	4	 (recalled} Herber; A	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
260	5	 A. Raymond Randolph	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
208	6	 A. Wallace Tashima	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
11	7	 Alan D. Lourie	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
124	8	 Alan E. Norris	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
170	9	 Alex Kozinski	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
191	10	 Alfred T. Goodwin	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
110	11	 Alice M. Batchelder “aw Clerk Delcianna J. Winders ..................-. (615) 736-7678	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
88	12	 Allyson K. Duncan	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
13	13	 Alvin Anthony Schall	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
139	14	 Ann Claire Williams	Began Service: October 3, 2005	Appointed By: President George W. Bush	Circuit Assignment: Fourth Judicial Circuit;	N / A	N / A	N / A	N / A
